1.038797215276567130e-04 1.447701149214773646e-08
3.159492620135573283e-05 1.364073533229779924e-08
3.556762606607834725e-06 1.178572727804808193e-08
1.124269389075989313e-07 9.815580505251755116e-09
4.416236762885898165e-08 8.670354274912304861e-09
2.724732998037172031e-05 1.268266506198480491e-08
9.426249787367052337e-06 1.220593453788745538e-08
1.253822431064617514e-06 1.080772883288011450e-08
5.531751085673331620e-08 9.218384081232428538e-09
2.218210362134951723e-06 1.082577505111866323e-08
1.926786407746313556e-08 8.541442974257289772e-09
5.081974733091727495e-09 7.842911645653948671e-09
7.735598670582219310e-12 4.329942358578951900e-09
1.100991600862286192e-08 7.901685016786279638e-09
9.333412770166992117e-10 7.149982536742640397e-09
2.811397555182959320e-10 6.417244690835221703e-09
8.418917584731380504e-11 5.791287507001165089e-09
2.542102261865271940e-11 5.252983708848436761e-09
8.255258449934914880e-12 4.789662642325354789e-09
8.777394139588874181e-13 4.034448496880232690e-09
1.222099674764372551e-13 3.455845019350892305e-09
