9.622555134225209417e-02 1.363164573645433644e-08
7.449413616313604880e-02 1.293761316254853475e-08
4.695095531353826040e-02 1.128650087507739404e-08
2.298148316239048000e-02 9.491880151034879615e-09
1.899044356362592986e-02 8.400659938933571006e-09
7.217716140724834972e-02 1.203835825549627855e-08
5.762464314039127122e-02 1.164411679876420615e-08
3.777768871249519156e-02 1.038601807989676352e-08
1.988226231268694702e-02 8.927661001942479885e-09
1.604426977820875427e-02 8.288528672983282907e-09
1.225307283916285753e-02 7.627358132004967268e-09
3.358452253768321513e-03 4.241874682598064410e-09
1.432440321713296730e-02 7.675072015346096948e-09
8.715072498667349524e-03 6.969948901689116013e-09
6.855414636133188439e-03 6.264731096017983628e-09
5.391204940416084550e-03 5.661008730395685160e-09
4.250265269950734975e-03 5.140778737441159247e-09
3.401892081147395771e-03 4.691989353674222798e-09
2.186806999213507848e-03 3.958996649183000166e-09
1.485074006040388748e-03 3.395613207024264122e-09
