NAME,S,X,Y,PX,PY,ALFX,ALFY,BETX,BETY,EMITX,EMITY,DX,DY,SIGX,SIGY
RF19,8.5385,0,0,0,0,-0.2302475932,11.05851163,0.6437028882,6.863129275,0,0,0,0,0.015605552802767717,0.050956256881606155
PS38,8.5385,0,0,0,0,-0.2302475932,11.05851163,0.6437028882,6.863129275,0,0,0,0,0.015605552802767717,0.050956256881606155
DR29,8.6925,0,0,0,0,-0.4843994207,8.267557909,0.7547318174,3.860594085,0,0,0,0,0.0168979008737105,0.038217607784434504
PS39,8.8465,0,0,0,0,-0.7385512481,5.476604192,0.9447317764,1.725274729,0,0,0,0,0.018905609806989614,0.02554850895041841
RF20,8.8465,0,0,0,0,-0.7807794233,5.39948685,0.9517512606,1.738093753,0,0,0,0,0.018975715436609464,0.025643247729796394
PS40,8.8465,0,0,0,0,-0.7807794233,5.39948685,0.9517512606,1.738093753,0,0,0,0,0.018975715436609464,0.025643247729796394
DR30,8.9235,0,0,0,0,-0.9129695852,4.043428087,1.084139447,1.000008963,0,0,0,0,0.02025251684133598,0.01945084060363474
QM11,9.15,0,0,0,0,0.05714660681,0.1115378083,1.394664173,0.06819970386,0,0,0,0,0.022970542435857097,0.005079578461669632
DR31,9.3765,0,0,0,0,0.9810866861,-3.717919275,1.040809477,0.8775947281,0,0,0,0,0.019843672353319984,0.01822147088537188
PS41,9.4535,0,0,0,0,0.8337043337,-5.038120241,0.8989603068,1.561991402,0,0,0,0,0.018441943478674668,0.024309484426320204
RF21,9.4535,0,0,0,0,0.7942852157,-5.106613058,0.9055640746,1.573465801,0,0,0,0,0.018509556847475895,0.024398609862175697
PS42,9.4535,0,0,0,0,0.7942852157,-5.106613058,0.9055640746,1.573465801,0,0,0,0,0.018509556847475895,0.024398609862175697
DR32,9.6075,0,0,0,0,0.5124004661,-7.800116705,0.7010432697,3.593610963,0,0,0,0,0.016285790387730176,0.036872446856599364
PS43,9.7615,0,0,0,0,0.2305157166,-10.49362035,0.5847629601,6.456923754,0,0,0,0,0.014873951346154806,0.04942529358250971
RF22,9.7615,0,0,0,0,0.2053580021,-10.7714106,0.5890101987,6.503821553,0,0,0,0,0.014927869711094832,0.04960446123949381
PS44,9.7615,0,0,0,0,0.2053580021,-10.7714106,0.5890101987,6.503821553,0,0,0,0,0.014927869711094832,0.04960446123949381
DR33,9.8385,0,0,0,0,0.06708931359,-12.17749363,0.5677195042,8.297188861,0,0,0,0,0.014655590985767615,0.056027586714548196
QM12,10.065,0,0,0,0,-0.9699335973,-3.629747751,0.7189304764,13.05300645,0,0,0,0,0.016492248719487283,0.07027351951999963
DR34,10.2915,0,0,0,0,-2.895197795,7.846359364,1.6313401,11.04978123,0,0,0,0,0.024843265716356797,0.06465666032212074
PS45,10.3685,0,0,0,0,-3.344631971,7.403885595,2.118958446,9.858034104,0,0,0,0,0.028313766660315622,0.061070515616962175
RF23,10.3685,0,0,0,0,-3.434090024,6.987699739,2.134176699,9.928834011,0,0,0,0,0.02841525878265327,0.06128942596099365
PS46,10.3685,0,0,0,0,-3.434090024,6.987699739,2.134176699,9.928834011,0,0,0,0,0.02841525878265327,0.06128942596099365
DR35,10.5225,0,0,0,0,-4.365230698,6.208140912,3.345697636,7.879035342,0,0,0,0,0.03557785602961543,0.05459752462968995
PS47,10.6765,0,0,0,0,-5.296371371,5.428582085,4.846499259,6.071424903,0,0,0,0,0.04282037871088869,0.04792716524033029
RF24,10.6765,0,0,0,0,-5.497188499,5.177009548,4.880919838,6.114545091,0,0,0,0,0.042972168119268905,0.048097057152314514
PS48,10.6765,0,0,0,0,-5.497188499,5.177009548,4.880919838,6.114545091,0,0,0,0,0.042972168119268905,0.048097057152314514
DR36,10.7535,0,0,0,0,-5.990248068,4.826512878,5.766451458,5.343403908,0,0,0,0,0.04670794378656716,0.04496198024776034
QM13,10.98,0,0,0,0,0.09091655945,0.3057240277,7.73196961,3.942208665,0,0,0,0,0.05408558080700177,0.038619463182097274
DR37,11.2065,0,0,0,0,6.099752553,-3.939489335,5.698236533,5.013515008,0,0,0,0,0.046430853285067096,0.0435519483310218
PS49,11.2835,0,0,0,0,5.582880323,-4.193491565,4.797657822,5.640461821,0,0,0,0,0.04260406745511268,0.046194871203007554
RF25,11.2835,0,0,0,0,5.38772815,-4.422926099,4.83135682,5.680080718,0,0,0,0,0.042753432220131275,0.04635682489604929
PS50,11.2835,0,0,0,0,5.38772815,-4.422926099,4.83135682,5.680080718,0,0,0,0,0.042753432220131275,0.04635682489604929
DR38,11.4375,0,0,0,0,4.437038511,-4.976663301,3.328528793,7.117872258,0,0,0,0,0.03548645262955967,0.05189332798177073
PS51,11.5915,0,0,0,0,3.486348871,-5.530400504,2.11654188,8.725066658,0,0,0,0,0.028297616837959505,0.05745407082280365
RF26,11.5915,0,0,0,0,3.401818247,-5.878862937,2.131246263,8.785682857,0,0,0,0,0.028395743598848208,0.05765330251031796
PS52,11.5915,0,0,0,0,3.401818247,-5.878862937,2.131246263,8.785682857,0,0,0,0,0.028395743598848208,0.05765330251031796
DR39,11.6685,0,0,0,0,2.953745273,-6.186305593,1.648499484,9.702111625,0,0,0,0,0.024973581886605423,0.06058562077049803
QM14,11.895,0,0,0,0,1.01575335,3.731551118,0.7370797772,11.09237079,0,0,0,0,0.016699123498938765,0.06478114470506008
DR40,12.1215,0,0,0,0,-0.02201701976,10.7247954,0.5713892922,6.934653719,0,0,0,0,0.014702882189405363,0.051221090262554725
PS53,12.1985,0,0,0,0,-0.1550145869,9.453992985,0.5848360051,5.40194225,0,0,0,0,0.014874880298502688,0.045207594324808066
RF27,12.1985,0,0,0,0,-0.1779521618,9.242125976,0.5888550942,5.439065285,0,0,0,0,0.014925904098088076,0.045362665371767606
PS54,12.1985,0,0,0,0,-0.1779521618,9.242125976,0.5888550942,5.439065285,0,0,0,0,0.014925904098088076,0.045362665371767606
DR41,12.3525,0,0,0,0,-0.4433255218,6.835544295,0.6829599398,3.003782771,0,0,0,0,0.01607437307131003,0.03371092656982628
PS55,12.5065,0,0,0,0,-0.7086988818,4.428962613,0.8574569184,1.297549453,0,0,0,0,0.018011197274177215,0.02215635872791286
RF28,12.5065,0,0,0,0,-0.7417285613,4.378980344,0.8632860248,1.306370367,0,0,0,0,0.018072314838438935,0.022231542106484155
PS56,12.5065,0,0,0,0,-0.7417285613,4.378980344,0.8632860248,1.306370367,0,0,0,0,0.018072314838438935,0.022231542106484155
DR42,12.5835,0,0,0,0,-0.8776495036,3.209961468,0.9858640049,0.7319293648,0,0,0,0,0.019312786246395798,0.01664067789458683
QM15,12.81,0,0,0,0,-0.03010090253,-0.19764831,1.289812409,0.07529240594,0,0,0,0,0.022090202856143725,0.00533718204282944
DR43,13.0365,0,0,0,0,0.8409352403,-3.779448181,1.008133169,0.9405870578,0,0,0,0,0.01952969138881358,0.018864092962227973
PS57,13.1135,0,0,0,0,0.7127542558,-5.009458437,0.8905274514,1.605858771,0,0,0,0,0.018355240718400483,0.02464847772484375
RF29,13.1135,0,0,0,0,0.6790585701,-5.070220755,0.8965165056,1.616658635,0,0,0,0,0.018416859437518383,0.024731222902201026
PS58,13.1135,0,0,0,0,0.6790585701,-5.070220755,0.8965165056,1.616658635,0,0,0,0,0.018416859437518383,0.024731222902201026
DR44,13.2675,0,0,0,0,0.4312742314,-7.581847672,0.7277060794,3.540227011,0,0,0,0,0.016592599482457258,0.036597547596120945
PS59,13.4215,0,0,0,0,0.1834898927,-10.09347459,0.6342398739,6.227510211,0,0,0,0,0.015490420231851907,0.04853931607407653
RF30,13.4215,0,0,0,0,0.1599148137,-10.3249549,0.6384597364,6.268944435,0,0,0,0,0.015541866914034719,0.04870052453380581
PS60,13.4215,0,0,0,0,0.1599148137,-10.3249549,0.6384597364,6.268944435,0,0,0,0,0.015541866914034719,0.04870052453380581
DR45,13.4985,0,0,0,0,0.0370735992,-11.63760187,0.6233953369,7.948498704,0,0,0,0,0.015357417935845222,0.054837668578342894
QM16,13.725,0,0,0,0,-1.010833749,-3.5219161,0.7828305642,12.39386486,0,0,0,0,0.017209581739567142,0.06847622445392346
DR46,13.9515,0,0,0,0,-2.959012303,7.366089295,1.703412569,10.57585591,0,0,0,0,0.025386121386375467,0.0632549025789212
PS61,14.0285,0,0,0,0,-3.396990134,6.966512026,2.189478519,9.479791276,0,0,0,0,0.02878105921083876,0.059887449305238045
RF31,14.0285,0,0,0,0,-3.476945569,6.620328756,2.203890758,9.542191987,0,0,0,0,0.028875629478044274,0.06008423052827966
PS62,14.0285,0,0,0,0,-3.476945569,6.620328756,2.203890758,9.542191987,0,0,0,0,0.028875629478044274,0.06008423052827966
DR47,14.1825,0,0,0,0,-4.392370298,5.896210078,3.416827694,7.612955378,0,0,0,0,0.035954062401843886,0.053667710790731606
PS63,14.3365,0,0,0,0,-5.307795028,5.1720914,4.911962596,5.906942822,0,0,0,0,0.043108603499387554,0.047273505948768106
RF32,14.3365,0,0,0,0,-5.484035464,4.960151232,4.943951858,5.945411914,0,0,0,0,0.04324874854877123,0.04742719099696771
PS64,14.3365,0,0,0,0,-5.484035464,4.960151232,4.943951858,5.945411914,0,0,0,0,0.04324874854877123,0.04742719099696771
DR48,14.4135,0,0,0,0,-5.972042059,4.6257989,5.833418557,5.201144655,0,0,0,0,0.04697837583921632,0.0443594236576295
QM17,14.64,0,0,0,0,0.1553654428,0.244002179,7.79612497,3.855355506,0,0,0,0,0.0543095025262559,0.038191669558873195
DR49,14.8665,0,0,0,0,6.158839555,-3.917186118,5.716076391,4.935836243,0,0,0,0,0.04650347860679281,0.043213237042937676
PS65,14.9435,0,0,0,0,5.630035614,-4.174285234,4.800770795,5.564069973,0,0,0,0,0.042617887094820554,0.045880983635930093
RF33,14.9435,0,0,0,0,5.460784871,-4.370446021,4.83170396,5.599921361,0,0,0,0,0.042754968140622025,0.046028560480258954
PS66,14.9435,0,0,0,0,5.460784871,-4.370446021,4.83170396,5.599921361,0,0,0,0,0.042754968140622025,0.046028560480258954
DR50,15.0975,0,0,0,0,4.465375558,-4.930588291,3.282715234,7.05135844,0,0,0,0,0.03524139034668782,0.05165029715231936
PS67,15.2515,0,0,0,0,3.469966245,-5.490730561,2.044396039,8.677617207,0,0,0,0,0.02781114978126909,0.057297631866154476
RF34,15.2515,0,0,0,0,3.399140945,-5.791354723,2.057429348,8.732938222,0,0,0,0,0.0278996589142236,0.05747998188205257
PS68,15.2515,0,0,0,0,3.399140945,-5.791354723,2.057429348,8.732938222,0,0,0,0,0.0278996589142236,0.05747998188205257
DR51,15.3285,0,0,0,0,2.921631085,-6.100867757,1.562788736,9.663580266,0,0,0,0,0.02431568814342422,0.0604651949917074
QM18,15.555,0,0,0,0,0.985829546,3.752303525,0.6449535336,11.06667404,0,0,0,0,0.015620705400743623,0.06470606471869444
DR52,15.7815,0,0,0,0,-0.05224379704,10.59332912,0.4811727022,6.810965364,0,0,0,0,0.013492328893151799,0.050762238411644706
PS69,15.8585,0,0,0,0,-0.2153244408,9.292474283,0.5021116186,5.254774774,0,0,0,0,0.013782771749008918,0.04458753690422853
RF35,15.8585,0,0,0,0,-0.2324185915,9.113577981,0.5052787739,5.287920169,0,0,0,0,0.013826172018311675,0.04472793762787348
PS70,15.8585,0,0,0,0,-0.2324185915,9.113577981,0.5052787739,5.287920169,0,0,0,0,0.013826172018311675,0.04472793762787348
DR53,16.0125,0,0,0,0,-0.5583881488,6.629584404,0.6288536735,2.827825165,0,0,0,0,0.015424504790019066,0.032708656511323396
PS71,16.1665,0,0,0,0,-0.884357706,4.145590827,0.8543034137,1.144049434,0,0,0,0,0.017978046504302323,0.020804573828354572
RF36,16.1665,0,0,0,0,-0.9129410036,4.107313202,0.8596351503,1.151189485,0,0,0,0,0.0180340600438424,0.020869393872177178
PS72,16.1665,0,0,0,0,-0.9129410036,4.107313202,0.8596351503,1.151189485,0,0,0,0,0.0180340600438424,0.020869393872177178
DR54,16.2435,0,0,0,0,-1.078978668,2.898867045,1.014702677,0.605770383,0,0,0,0,0.0195932207559016,0.01513876497473182
QM19,16.47,0,0,0,0,-0.1962161047,-0.6374631765,1.42425083,0.09639708478,0,0,0,0,0.023212914363959163,0.006039046570976514
DR55,16.6965,0,0,0,0,0.8431247117,-4.750330854,1.163282968,1.300764757,0,0,0,0,0.020978726126602294,0.02218379327030002
PS73,16.7735,0,0,0,0,0.7286319691,-6.160689531,1.040924409,2.150168959,0,0,0,0,0.01984476794768361,0.02852152366799766
RF37,16.7735,0,0,0,0,0.6944027705,-6.231394531,1.04735232,2.163446671,0,0,0,0,0.01990594629992298,0.028609451115796457
PS74,16.7735,0,0,0,0,0.6944027705,-6.231394531,1.04735232,2.163446671,0,0,0,0,0.01990594629992298,0.028609451115796457
DR56,16.9275,0,0,0,0,0.4755159929,-9.078962264,0.8664006359,4.531504116,0,0,0,0,0.018104886635162274,0.041405460395985534
PS75,17.0815,0,0,0,0,0.2566292153,-11.92653,0.7531595185,7.78042986,0,0,0,0,0.016880290378139408,0.05425480720901608
RF38,17.0815,0,0,0,0,0.2322861718,-12.17800308,0.7577614843,7.827969951,0,0,0,0,0.01693178293320867,0.05442030902085237
PS76,17.0815,0,0,0,0,0.2322861718,-12.17800308,0.7577614843,7.827969951,0,0,0,0,0.01693178293320867,0.05442030902085237
DR57,17.1585,0,0,0,0,0.1254954539,-13.64242016,0.7302913218,9.810439625,0,0,0,0,0.016622046715722268,0.06092291336084987
QM20,17.385,0,0,0,0,-0.9326203053,-3.568366624,0.849511841,14.93744497,0,0,0,0,0.017927558443423152,0.07517519923701925
DR58,17.6115,0,0,0,0,-2.820987153,9.313470064,1.730659277,12.4832993,0,0,0,0,0.025588346085203984,0.06872284342890721
PS77,17.6885,0,0,0,0,-3.218399315,8.773816525,2.194358126,11.09457314,0,0,0,0,0.028813112984235174,0.06478757541657139
RF39,17.6885,0,0,0,0,-3.28811794,8.421322381,2.207625595,11.16165285,0,0,0,0,0.02890008625233801,0.0649831387084591
PS78,17.6885,0,0,0,0,-3.28811794,8.421322381,2.207625595,11.16165285,0,0,0,0,0.02890008625233801,0.0649831387084591
DR59,17.8425,0,0,0,0,-4.104407489,7.438285824,3.33547043,8.742022722,0,0,0,0,0.03552343680325711,0.05750987108733394
PS79,17.9965,0,0,0,0,-4.920697037,6.455249267,4.712390622,6.62234766,0,0,0,0,0.0422237761181822,0.05005441810029547
RF40,17.9965,0,0,0,0,-5.067889227,6.248399297,4.740585381,6.661969904,0,0,0,0,0.04234990252480873,0.0502039353698121
