 Nseed      iq         dt[nsec]         dW[Mev/u]           x[cm]            x'[mrad]          y[cm]            y'[mrad]
      0      1       0.11262E+00      -0.36897E-01       0.37216E+01       0.59804E+01      -0.21614E+01      -0.53691E+01
      0      1      -0.32944E-01       0.19977E-01       0.20874E+01       0.55400E+01      -0.39711E+01      -0.88672E+01
      0      1       0.96092E-01       0.13839E-01       0.84017E+01       0.16145E+02      -0.67040E+01      -0.11765E+02
      0      1       0.14253E+00      -0.41163E-01       0.76398E+01       0.15576E+02      -0.27723E+01      -0.58842E+01
      0      1       0.30411E-01       0.26971E-01      -0.33961E+01      -0.64233E+01       0.89505E+01       0.16406E+02
      0      1       0.16419E+00      -0.57833E-02       0.39217E+01       0.79111E+01      -0.57588E+01      -0.10902E+02
      0      1       0.21229E+00      -0.26226E-01       0.54205E+01       0.98623E+01      -0.41275E+01      -0.69069E+01
      0      1      -0.99596E-01       0.37631E-01      -0.85817E+01      -0.18409E+02      -0.28908E+01      -0.47787E+01
      0      1       0.28668E-01      -0.20620E-01       0.69845E+01       0.12441E+02      -0.50343E+01      -0.93149E+01
      0      1      -0.25350E-01       0.29539E-01       0.50247E+01       0.11181E+02      -0.58205E+01      -0.12585E+02
      0      1       0.11851E+00      -0.11453E-02       0.63148E+01       0.12743E+02       0.77504E+01       0.15135E+02
      0      1      -0.93806E-01       0.26566E-01       0.91002E+01       0.18531E+02      -0.68976E+01      -0.13133E+02
      0      1       0.43270E-01       0.71004E-02       0.42248E+01       0.95004E+01       0.16362E+01       0.27796E+01
      0      1       0.10295E+00      -0.46429E-01      -0.32569E+01      -0.62708E+01       0.69987E+01       0.12383E+02
      0      1       0.32543E-01       0.20269E-01       0.86990E+01       0.16336E+02      -0.49891E+01      -0.10725E+02
      0      1       0.26568E+00      -0.40066E-01       0.45912E+01       0.85662E+01      -0.67053E+01      -0.12233E+02
      0      1       0.90049E-01       0.12181E-01      -0.18512E+01      -0.22131E+01       0.93610E+01       0.17536E+02
      0      1       0.13677E+00      -0.22865E-01       0.54897E+01       0.97922E+01      -0.47593E+01      -0.94859E+01
      0      1       0.30316E+00      -0.76360E-01      -0.43471E+01      -0.77246E+01       0.49507E+01       0.88682E+01
      0      1      -0.13640E+00       0.90909E-01      -0.10493E+01      -0.20124E+01       0.63336E+00       0.95358E+00
      0      1      -0.10246E+00       0.17966E-01      -0.67158E+01      -0.13372E+02      -0.88544E+00      -0.37742E+01
      0      1       0.16128E+00      -0.26961E-01       0.30713E+01       0.45314E+01       0.11040E+01       0.10509E+01
      0      1       0.20227E-01       0.86715E-02       0.95210E+01       0.17242E+02      -0.14143E+01      -0.31259E+01
      0      1       0.15190E+00      -0.45513E-01      -0.20895E+01      -0.44727E+01       0.13012E+01       0.32402E+01
      0      1       0.49591E-01      -0.13896E-02      -0.95677E+01      -0.19560E+02       0.47454E+01       0.89565E+01
      0      1       0.92263E-02       0.25954E-02       0.86357E+01       0.18312E+02      -0.31771E+01      -0.59283E+01
      0      1       0.55921E-01      -0.27900E-01       0.43821E+01       0.81869E+01       0.69989E+01       0.15217E+02
      0      1       0.21968E-01       0.20390E-01       0.61561E+01       0.11914E+02      -0.29296E+01      -0.72222E+01
      0      1       0.59142E-01       0.93950E-02       0.71135E+01       0.12539E+02       0.58481E+01       0.12207E+02
      0      1       0.49984E-02      -0.31981E-01      -0.49136E+01      -0.92095E+01      -0.27997E+01      -0.54558E+01
      0      1       0.10543E-01       0.12105E-01       0.50357E+01       0.93050E+01       0.36566E+01       0.76354E+01
      0      1       0.32980E-01       0.60198E-02      -0.44813E+01      -0.70974E+01       0.52699E+01       0.10368E+02
      0      1      -0.13317E+00       0.22446E-01      -0.72188E+01      -0.14146E+02       0.70690E+01       0.12894E+02
      0      1       0.16644E+00      -0.28254E-01       0.37567E+01       0.61553E+01      -0.87958E+00      -0.18498E+01
      0      1       0.10096E+00      -0.23472E-01       0.24319E+00       0.89754E+00      -0.60499E+01      -0.12879E+02
      0      1       0.78428E-01      -0.19599E-01      -0.67442E+01      -0.13164E+02      -0.16532E+00      -0.73747E+00
      0      1       0.14887E-02       0.22233E-01      -0.59832E+01      -0.12207E+02      -0.31937E+01      -0.47968E+01
      0      1       0.17037E+00      -0.11392E-01       0.90268E+01       0.16664E+02      -0.32383E+01      -0.53082E+01
      0      1       0.11513E+00      -0.55880E-01       0.71184E+01       0.13255E+02       0.49758E+00       0.15527E+01
