 3.00059060e+05  0.00000000e+00
-5.44764688e+05  2.95103618e+01
 4.17427478e+05 -5.29949709e+01
-2.83836666e+05  4.82510079e+01
 1.79309669e+05 -6.37217972e+01
-1.08485763e+05  5.66966298e+01
 6.39084716e+04 -6.34895954e+01
-3.69988137e+04  5.91549954e+01
 2.12415939e+04 -6.49888639e+01
-1.21089158e+04  4.61903670e+01
 6.86390132e+03 -3.37802212e+01
-3.80765139e+03  8.83285422e+00
 2.09246210e+03 -1.02859914e+01
-1.11185194e+03 -3.55950492e+00
 5.43983402e+02  2.72214151e+01
-2.59375342e+02 -1.98055083e+01
 1.48188314e+02  3.57139536e+01
-2.55386632e+01 -4.04314070e+01
-1.20260986e+02  3.63021547e+01
 2.79483876e+02 -4.40713045e+01
