,Diameter,FWHM,dist,EY,EY2,VY,sigmaY,Pmiss,EL,sigma_b
16,3.0,5.0,8.0,7.87655891671588e-09,6.205319772187821e-17,1.3017353381780384e-20,1.1409361674423501e-10,0.0015009833985444867,3.407199766152154e-21,0.6
17,3.0,5.0,12.0,6.25997518317679e-09,3.9193783799949734e-17,6.494505960452263e-21,8.058849769323326e-11,0.0007484283700136727,5.771990989859729e-24,0.6
18,3.0,5.0,16.0,5.11690372641865e-09,2.61862737716028e-17,3.5700261657317305e-21,5.974969594677224e-11,0.0003959968637920326,8.72386265528289e-27,0.6
19,3.0,5.0,20.0,4.279818025410626e-09,1.831894728239702e-17,2.1049517673094133e-21,4.587975334839338e-11,0.00021560969859059356,0.0,0.6
20,5.0,5.0,4.0,1.268266506126157e-08,1.608991975311033e-16,4.9204474958356105e-20,2.2182081723399204e-10,0.003941700801893782,8.16321952450104e-18,0.6
21,5.0,5.0,8.0,9.496638668693637e-09,9.020596691003489e-17,1.9820906307632234e-20,1.4078674052492385e-10,0.001705955718135546,1.173642569712531e-20,0.6
22,5.0,5.0,12.0,7.442976926209066e-09,5.5407294857183547e-17,9.389333102997696e-21,9.68985712123646e-11,0.0008023009986411513,1.3124328494793314e-23,0.6
23,5.0,5.0,16.0,6.020084632882597e-09,3.624637279814727e-17,4.953811078075029e-21,7.038331533875788e-11,0.0003993627759034525,1.1206739655753032e-26,0.6
24,5.0,5.0,20.0,4.986006175121251e-09,2.4863098377390625e-17,2.840799043374084e-21,5.3299146741520015e-11,0.00021113762235417828,0.0,0.6
25,7.0,5.0,4.0,1.2205934537622256e-08,1.4902168318750196e-16,3.684525078210891e-20,1.9195116770186348e-10,0.0023345919594291824,1.7778965971874117e-19,0.6
26,7.0,5.0,8.0,9.21721604548773e-09,8.497235868341023e-17,1.5287054213749668e-20,1.2364082745497e-10,0.0009623452830694424,8.55439430956476e-23,0.6
27,7.0,5.0,12.0,7.2522405152762036e-09,5.2602327207392515e-17,7.334715978863085e-21,8.564295638791952e-11,0.00042747509739317525,2.724977085330798e-26,0.6
28,7.0,5.0,16.0,5.88901586541852e-09,3.46844255110429e-17,3.917647891861874e-21,6.259111671684628e-11,0.00020229385167486177,0.0,0.6
29,7.0,5.0,20.0,4.8937701160826685e-09,2.3951249197584504e-17,2.26324852073039e-21,4.7573611600659354e-11,0.00010100479357276663,0.0,0.6
30,3.0,6.0,4.0,9.016246503953378e-09,8.130933767160669e-17,1.6636651555185456e-20,1.2898314446153598e-10,0.0013994565471286086,2.17276953295292e-21,0.6
31,3.0,6.0,8.0,7.0006219240530204e-09,4.90163055492782e-17,7.598225746387835e-21,8.716780223447093e-11,0.00060603672103168,8.604759120078326e-25,0.6
32,3.0,6.0,12.0,5.6152399477946295e-09,3.153478682772922e-17,3.8671564205876416e-21,6.218646493078411e-11,0.0002733155624049152,0.0,0.6
33,3.0,6.0,16.0,4.634629125503675e-09,2.1481959466005186e-17,2.172335038230238e-21,4.6608315118981056e-11,0.00013243135017284918,0.0,0.6
34,3.0,6.0,20.0,3.903783335618291e-09,1.5240846796232723e-17,1.322464781655346e-21,3.6365708870519025e-11,7.094772193505317e-05,0.0,0.6
35,5.0,6.0,4.0,1.1071627049731235e-08,1.22608464086762e-16,2.753855842162552e-20,1.6594745680975506e-10,0.001810836287113989,2.212838447088841e-20,0.6
36,5.0,6.0,8.0,8.431842167566597e-09,7.110762512606412e-17,1.1662787309953613e-20,1.0799438554829419e-10,0.000724892812998254,5.756155656577924e-24,0.6
37,5.0,6.0,12.0,6.687491895340638e-09,4.472825492164899e-17,5.7070714022699086e-21,7.554516134253675e-11,0.0003147209316713074,1.0042158530110673e-27,0.6
38,5.0,6.0,16.0,5.468484682052358e-09,2.990746731760528e-17,3.142599763998172e-21,5.605889549391936e-11,0.00015377309422802952,0.0,0.6
39,5.0,6.0,20.0,4.56471797275284e-09,2.0838495315772352e-17,1.8451449995529446e-21,4.295515102467857e-11,7.725273258551437e-05,0.0,0.6
40,7.0,6.0,4.0,1.0825775051118663e-08,1.1721978015025707e-16,2.2374692833774297e-20,1.4958172626953566e-10,0.0011464830952767674,4.7327775687724985e-22,0.6
41,7.0,6.0,8.0,8.301831131178523e-09,6.893008928226867e-17,9.689151663795332e-21,9.843348852801739e-11,0.00043924648570052804,4.120682786897544e-26,0.6
42,7.0,6.0,12.0,6.602412805836992e-09,4.3596639458382385e-17,4.784599702087577e-21,6.91708009357097e-11,0.00018156601207477377,0.0,0.6
43,7.0,6.0,16.0,5.408084365162312e-09,2.925000836974282e-17,2.631869029765787e-21,5.13017448998159e-11,8.260415259399809e-05,0.0,0.6
44,7.0,6.0,20.0,4.52776067137939e-09,2.0502172715228715e-17,1.5560179387693628e-21,3.94463932289045e-11,3.954455871947852e-05,0.0,0.6
0,3.0,4.0,4.0,1.1712648205287625e-08,1.3735094565961537e-16,1.6481767878793554e-19,4.0597743630395953e-10,0.043088157361729794,1.8479813248947662e-12,0.8
1,3.0,4.0,8.0,8.794495900187934e-09,7.741047166280498e-17,6.731352438259817e-20,2.594485004439189e-10,0.027753929924127924,2.467047805984355e-13,0.8
2,3.0,4.0,12.0,6.893412580589459e-09,4.755147868914039e-17,3.234168291135999e-20,1.7983793512871525e-10,0.01897696448576073,3.6019018016598764e-14,0.8
3,3.0,4.0,16.0,5.59455996214585e-09,3.1316362010692443e-17,1.7260840647070805e-20,1.3138051852185242e-10,0.013239312019716213,5.017203055237837e-15,0.8
4,3.0,4.0,20.0,4.649196278576577e-09,2.1625104260734986e-17,1.0078224004694203e-20,1.0039035812613781e-10,0.009683762934538468,7.836688371512209e-16,0.8
5,5.0,4.0,4.0,1.431769534658144e-08,2.0525344292467112e-16,2.570428871512813e-19,5.069939715137462e-10,0.04547020810253359,2.748507498484497e-12,0.8
6,5.0,4.0,8.0,1.0550615245752102e-08,1.114139352294356e-16,9.845316553892006e-20,3.1377247415750166e-10,0.028413347115811956,3.2642636969816454e-13,0.8
7,5.0,4.0,12.0,8.179104399798784e-09,6.694336348200605e-17,4.5614699198224463e-20,2.1357597991868014e-10,0.019034026566466824,4.3338887550389497e-14,0.8
8,5.0,4.0,16.0,6.5507438317684674e-09,4.2935545739367534e-17,2.3300989914909443e-20,1.5264661776439542e-10,0.012874807570905762,5.0877136490373106e-15,0.8
9,5.0,4.0,20.0,5.39237399397802e-09,2.909078620105795e-17,1.3088910127489419e-20,1.144067748321288e-10,0.00904142815790106,6.18626647569918e-16,0.8
10,7.0,4.0,4.0,1.350939789703884e-08,1.8267917164366708e-16,1.7534010314963838e-19,4.1873631697004547e-10,0.03197384913955535,6.771329652220608e-13,0.8
11,7.0,4.0,8.0,1.0069597686288658e-08,1.0146684212051845e-16,7.004455680854953e-20,2.6465932216445643e-10,0.019441465899197624,5.886979071807962e-14,0.8
12,7.0,4.0,12.0,7.861059038257703e-09,6.182914748056275e-17,3.2898277589629505e-20,1.8137882343214575e-10,0.01242144572900151,5.068036945748805e-15,0.8
13,7.0,4.0,16.0,6.328854756831591e-09,4.007155504402148e-17,1.7152510951619855e-20,1.3096759504404078e-10,0.008187708107251123,4.115848882746831e-16,0.8
14,7.0,4.0,20.0,5.234384661692967e-09,2.7408599482730303e-17,9.816696163702618e-21,9.907924184057233e-11,0.005635762592954257,3.544728481640499e-17,0.8
15,3.0,5.0,4.0,1.0242636040041922e-08,1.0500283093833353e-16,9.123788956786867e-20,3.0205610334484e-10,0.027723204902057423,2.859989742358749e-13,0.8
16,3.0,5.0,8.0,7.814560273674993e-09,6.110661384948917e-17,3.926157858978598e-20,1.9814534713130656e-10,0.017271806104139018,2.6179346975244563e-14,0.8
17,3.0,5.0,12.0,6.216124379242042e-09,3.865989056327405e-17,1.9688265066782546e-20,1.4031487828018292e-10,0.011458492533551112,2.6186365852209297e-15,0.8
18,3.0,5.0,16.0,5.0843595617513396e-09,2.586157604150522e-17,1.086388833294818e-20,1.0422997809146935e-10,0.007882704330858236,2.6511486958127667e-16,0.8
19,3.0,5.0,20.0,4.254808560791241e-09,1.8109821016029527e-17,6.425127047092203e-21,8.015689020347661e-11,0.005520324095305379,2.5271470531321e-17,0.8
20,5.0,5.0,4.0,1.2562429493660789e-08,1.5796164431699366e-16,1.4700953379519412e-19,3.834182230870021e-10,0.030611045043873967,5.280157118181135e-13,0.8
21,5.0,5.0,8.0,9.420156626660625e-09,8.879906853033009e-17,5.971765951201039e-20,2.4437196957100133e-10,0.018629311504239254,4.514783909368059e-14,0.8
22,5.0,5.0,12.0,7.390257663948077e-09,5.4644359238246016e-17,2.845089870272276e-20,1.6867394197896354e-10,0.011937050492154745,3.867221157797879e-15,0.8
23,5.0,5.0,16.0,5.981749064332595e-09,3.5796396034365025e-17,1.5074165721146817e-20,1.2277689408494914e-10,0.007921948926455114,3.210895212560445e-16,0.8
24,5.0,5.0,20.0,4.956951600802978e-09,2.4580041229045635e-17,8.67205634243071e-21,9.312387632841918e-11,0.005453025986692073,2.7231770705161364e-17,0.8
25,7.0,5.0,4.0,1.2101735978152004e-08,1.4656270852426722e-16,1.1069483936858168e-19,3.3270833979415314e-10,0.022430599240349923,1.3540322526691933e-13,0.8
26,7.0,5.0,8.0,9.149969383467609e-09,8.37682034489582e-17,4.6263730563591917e-20,2.1509005221904596e-10,0.013287012218994518,8.35851335250361e-15,0.8
27,7.0,5.0,12.0,7.205598075895692e-09,5.194295438689576e-17,2.2310755544069008e-20,1.4936785311461434e-10,0.008244599449787495,4.877623237798026e-16,0.8
28,7.0,5.0,16.0,5.85489428737631e-09,3.429174879233318e-17,1.196167598142875e-20,1.0936944720272088e-10,0.005318191012465694,2.7410167452539853e-17,0.8
29,7.0,5.0,20.0,4.867815763945381e-09,2.3702560731481406e-17,6.930419766252398e-21,8.324914273584081e-11,0.0035440956528589255,1.5008070737108207e-18,0.8
30,3.0,6.0,4.0,8.946146366684086e-09,8.008374102077863e-17,5.020620664375664e-20,2.2406741539937626e-10,0.016571819464174267,2.4563158680185945e-14,0.8
31,3.0,6.0,8.0,6.953174419774525e-09,4.836969963889399e-17,2.3065127087194007e-20,1.5187207474448358e-10,0.010120823804896928,1.495976588867089e-15,0.8
32,3.0,6.0,12.0,5.581351548492293e-09,3.116327580979962e-17,1.1790701942303702e-20,1.0858499869827186e-10,0.006342647668327408,7.89932671675802e-17,0.8
33,3.0,6.0,16.0,4.609208489939311e-09,2.1251447793685943e-17,6.6448899573172535e-21,8.151619444820308e-11,0.004151437578092476,4.221902674956798e-18,0.8
34,3.0,6.0,20.0,3.883936896104955e-09,1.5089020677651677e-17,4.054864726283211e-21,6.367781973562859e-11,0.0028842370385906866,2.742613211533511e-19,0.8
35,5.0,6.0,4.0,1.0981488824185689e-08,1.2067602385474162e-16,8.292705902644219e-20,2.8797058708562963e-10,0.01929840632016998,6.204075272060318e-14,0.8
36,5.0,6.0,8.0,8.373075718021242e-09,7.014376039861058e-17,3.5363418893636506e-20,1.880516389017562e-10,0.011245047672488186,3.1902593968261747e-15,0.8
37,5.0,6.0,12.0,6.646331301677391e-09,4.4191107938556713e-17,1.738816690003288e-20,1.3186419870470104e-10,0.00688918972702971,1.5567418265641873e-16,0.8
38,5.0,6.0,16.0,5.4379145576914145e-09,2.958052155200565e-17,9.606815253439812e-21,9.801436248550419e-11,0.004530173541039236,8.943231458039901e-18,0.8
39,5.0,6.0,20.0,4.541277217657774e-09,2.0628854524972737e-17,5.655757355204583e-21,7.520476949771592e-11,0.003031012860080412,4.600437381902391e-19,0.8
