,Diameter,FWHM,dist,EY,EY2,VY,sigmaY,Pmiss,EL,sigma_b
124,11.0,8.0,20.0,3.4148418595352885e-09,1.1666916960711425e-17,5.772035076997702e-21,7.597391050220926e-11,0.010854075997421489,1.0756304462890802e-15,1.2
0,3.0,4.0,8.0,8.439123252855188e-09,7.171623789438509e-17,4.974366175039565e-19,7.052918668919673e-10,0.20854738423102392,1.391711086334572e-10,1.4
1,3.0,4.0,10.0,7.464698731721324e-09,5.606775457999742e-17,3.460274246354793e-19,5.882409579717136e-10,0.19374699133263495,1.02909985458758e-10,1.4
2,3.0,4.0,12.0,6.645333842395267e-09,4.440569135699072e-17,2.4522948010687807e-19,4.952065024884852e-10,0.18006276362046658,7.649775630657036e-11,1.4
3,3.0,4.0,16.0,5.412338565245772e-09,2.942692386208594e-17,1.335151172392787e-19,3.6539720475022615e-10,0.15689831104994567,4.409286809175541e-11,1.4
4,3.0,4.0,20.0,4.509404844138312e-09,2.0413837991160393e-17,7.910594282231849e-20,2.812577871318739e-10,0.13934330938145004,2.7047354055728858e-11,1.4
5,5.0,4.0,8.0,1.0121045710831104e-08,1.0316182484486584e-16,7.262585641331513e-19,8.52208052140527e-10,0.2104591997012536,1.7063483862305624e-10,1.4
6,5.0,4.0,10.0,8.882916774301681e-09,7.939603927616066e-17,4.89828856990471e-19,6.998777443171565e-10,0.19370331889469927,1.2239431482791019e-10,1.4
7,5.0,4.0,12.0,7.884500198531386e-09,6.251115180813539e-17,3.4580842749392664e-19,5.880547827319549e-10,0.18027063199247972,9.102219151394774e-11,1.4
8,5.0,4.0,16.0,6.338946537103525e-09,4.036273200121351e-17,1.804888009567433e-19,4.248397356141999e-10,0.15523976135155604,5.026149353293578e-11,1.4
9,5.0,4.0,20.0,5.232938973343671e-09,2.7486689476627532e-17,1.0303917788841568e-19,3.2099716180741486e-10,0.13577650564307628,2.9322092559120005e-11,1.4
10,7.0,4.0,8.0,9.704659315433765e-09,9.471073734794581e-17,5.30324919310459e-19,7.282341102354785e-10,0.18174432113913552,1.143154710103095e-10,1.4
