1.440096641460388016e-01 1.028392448135751163e-08
1.192401831431535025e-01 9.843631139064944660e-09
8.575719547669395648e-02 8.759487442355501105e-09
5.283946147712455244e-02 7.555175191463143784e-09
4.670888966849117557e-02 6.774823064022759606e-09
1.167463500291759659e-01 9.211418109204323057e-09
9.880905290349069336e-02 8.965656121922281633e-09
7.309823789110077297e-02 8.130664015965547582e-09
4.701853669346296727e-02 7.138401734515876886e-09
4.010283054168490430e-02 6.671686183776647446e-09
3.274989832559687536e-02 6.186472773146033988e-09
1.871387070665650465e-02 4.269904778091182409e-09
3.628840033376387608e-02 6.202607679173928174e-09
2.569570714316745177e-02 5.702380476858212087e-09
2.190939162824066117e-02 5.176453207475176636e-09
1.887545900036340096e-02 4.723074987154523927e-09
1.404947519181110049e-02 3.983052369061805776e-09
1.085407599742148864e-02 3.414841859535288464e-09
