6.067023312361111143e-02 8.095498112827163199e-09
4.550547567262260701e-02 7.789922230867075665e-09
2.847184364306113921e-02 7.020989766460029467e-09
1.432352400592603291e-02 6.159910246562209826e-09
4.430435347647492667e-02 7.324093480404231873e-09
3.455729695971707788e-02 7.146930866257864892e-09
2.247982260259198672e-02 6.557525547298945135e-09
1.198378720429945331e-02 5.841225209105391412e-09
9.387585825228130995e-03 5.488571890451441826e-09
1.179206494324430698e-02 5.586426225395725012e-09
6.910643701303379252e-03 5.119227319540695935e-09
4.781177370006694724e-03 4.294061622103950159e-09
7.976913390418297056e-03 5.121465916428335154e-09
4.838739101447141373e-03 4.749866439380441018e-09
3.206708068656050851e-03 4.003753377382039655e-09
2.236877794711010937e-03 3.431369948564463508e-09
