1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	10125.90109	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	-10179.94543	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	10233.76298	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	-10287.35728	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	10340.7317	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	-10393.88966	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	10445.80637	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	-10498.53567	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	10551.0578	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	-10603.37642	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	10655.49395	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	-10707.41336	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	10759.13749	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	-10810.98928	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	10862.33236	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	-10913.5963	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	10964.67668	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	-11015.57613	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	11066.29694	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	-11116.8416	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	11167.21242	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	-11217.52256	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	11267.66441	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	-11317.52852	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	11367.33999	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	-11416.9897	40	40	20	0	200
1	drift	30	20	20			
1	rfgap	2.263504741	-45	6	20		
2	drift	60	20	20			
1	rfgap	2.263504741	-45	6	20		
1	drift	30	20	20			
							
0	quad	11441.86768	20	20	20	0	200
