1.095491803510071083e-01 1.412038409976579049e-08
8.620050034274925888e-02 1.334598020197494285e-08
5.597310459238768326e-02 1.157820488805581005e-08
2.871780008938674272e-02 9.682171594367289184e-09
2.403434126086480618e-02 8.559393019872063244e-09
8.368853289400800255e-02 1.241275051650864559e-08
6.779050387070453820e-02 1.197160643044229285e-08
4.568179876663852612e-02 1.063296396560025337e-08
2.508601338828718094e-02 9.098723760566217938e-09
5.104251054593966774e-02 1.064252605600794187e-08
2.053616152273517528e-02 8.437527335455689806e-09
1.597053715957609879e-02 7.754517951311800903e-09
4.781177370006694724e-03 4.294061622103950159e-09
1.847493930667049380e-02 7.808654846662485679e-09
1.162404534696678642e-02 7.076309434967763537e-09
9.294111450670841656e-03 6.354913475374098843e-09
7.429883292606792936e-03 5.738104959105274337e-09
5.953671822104852733e-03 5.207226494420628862e-09
4.838739101447141373e-03 4.749866439380441018e-09
3.206708068656050851e-03 4.003753377382039655e-09
2.236877794711010937e-03 3.431369948564463508e-09
