7.652304380980089887e-03 1.447701149214773646e-08
4.241089803169046865e-03 1.364073533229779924e-08
1.445498975037115422e-03 1.178572727804808193e-08
2.668053060792264218e-04 9.815580505251755116e-09
1.692581670562111882e-04 8.670354274912304861e-09
3.941700805968991438e-03 1.268266506198480491e-08
2.334591960968159224e-03 1.220593453788745538e-08
8.667892365472422683e-04 1.080772883288011450e-08
1.888676635401320800e-04 9.218384081232428538e-09
1.146483095276767386e-03 1.082577505111866323e-08
1.130741584087474047e-04 8.541442974257289772e-09
5.919921032784078321e-05 7.842911645653948671e-09
2.571661473620469193e-06 4.329942358578951900e-09
8.615547002532922261e-05 7.901685016786279638e-09
2.603969140990261056e-05 7.149982536742640397e-09
1.457139093159331712e-05 6.417244690835221703e-09
8.136517782018891658e-06 5.791287507001165089e-09
4.564478854922376355e-06 5.252983708848436761e-09
2.653535854824703384e-06 4.789662642325354789e-09
9.015580448716267933e-07 4.034448496880232690e-09
3.492495177857017554e-07 3.455845019350892305e-09
