n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_par
 107  rfgap     16.16650       34.67480        0.07028        0.73096        1.75374        2.31988        3.92108        3.67840       12.33309        0.00240           7.64506            13.96684            19.41187             8.58119            21.37152            45.71448            22.00171            82.87568           171.05404         -0.00004       -0.00361        0.00019       -0.00707        0.27528        1.15992       -0.72402        0.07696        9.57138        0.39466       -0.34159          16.21713              0.0         10001.0
 108  drift     16.32050       34.67449        0.06937        0.85253        1.10345        2.70227        2.49079        3.65422       12.08227        0.00229           7.64326            13.96871            19.38752             8.58154            21.35025            45.96394            21.96094            81.69009           175.86671         -0.00010       -0.00367        0.00008       -0.00715        0.27528        1.22589       -1.06463        0.10471        5.93877        0.15624       -0.09312          16.03438              0.0         10001.0
 109  quad      16.61950       34.67449        0.06937        0.88983        0.23704        2.66235        0.93527        3.64068       11.75465        0.00229           7.64485            13.98839            19.38793             8.58469            21.33986            45.94157            21.96125            81.67593           175.83622         -0.00018       -0.00152       -0.00013       -0.00776        0.27528        1.16132        0.81163        0.11405       -0.06226        0.00721       -0.03440          15.91557              0.0         10001.0
 110  drift     16.77350       34.67554        0.07242        0.80864        0.57767        2.25962        2.29355        3.68036       11.76142        0.00260           7.66070            14.23445            20.14783             8.58513            21.33410            45.92918            22.30874            79.04125           162.80382         -0.00021       -0.00200       -0.00025       -0.00711        0.27528        1.18768        0.52049        0.09399       -2.24692        0.04280        0.52957          16.01102              0.0         10001.0
 111  rfgap     16.77350       35.10993        0.09345        0.80864        0.57767        2.25962        2.29355        3.65804       11.68112        0.00248           7.66610            14.32291            20.41754             8.59067            21.43442            46.64727            22.34829            79.26803           150.84306         -0.00021       -0.00225       -0.00025       -0.00665        0.27701        1.17935        0.46020        0.09451       -2.27742        0.04304        0.41881          15.98384              0.0         10001.0
 112  drift     17.08150       35.11223        0.09999        0.75317        1.59112        1.82952        5.03497        3.85656       11.92217        0.00342           7.68133            14.47126            21.07977             8.65159            22.37160            49.76996            22.83330            77.69168           136.90164         -0.00028       -0.00234       -0.00045       -0.00664        0.27701        1.21093       -0.01127        0.08183       -6.88034        0.32423        1.17524          17.38846              0.0         10001.0
 113  rfgap     17.08150       35.54698        0.11970        0.75317        1.59112        1.82952        5.03497        3.83345       11.84117        0.00309           7.68146            14.48527            21.03888             8.68057            22.56889            51.82294            22.86705            77.18083           137.69996         -0.00028       -0.00245       -0.00045       -0.00623        0.27872        1.20241       -0.05652        0.08233       -6.98968        0.32515        0.97660          17.36428              0.0         10001.0
 114  drift     17.23550       35.54759        0.12141        0.77688        2.12157        2.00208        6.42264        3.95270       12.06102        0.00343           7.68030            14.42482            20.98156             8.72808            23.10907            53.55520            23.07225            77.52015           137.08250         -0.00032       -0.00235       -0.00055       -0.00628        0.27872        1.21004       -0.27145        0.08761       -9.36459        0.57494        1.23076          18.29721              0.0         10001.0
 115  quad      17.53450       35.54759        0.12141        1.12007        2.50100        3.20519        7.17097        4.20258       13.01238        0.00343           7.67636            14.40526            20.98362             8.68795            22.88719            53.78894            23.07253            77.44372           137.18993         -0.00049       -0.00929       -0.00058        0.00451        0.27872        1.09865       -3.45577        0.18221        3.32953        0.80267        1.35746          20.68351              0.0         10001.0
 116  drift     17.68850       35.54768        0.12167        1.45180        2.34294        4.21092        6.51865        4.33850       13.62811        0.00362           7.67017            14.31886            20.94932             8.71947            23.20080            54.91313            23.04347            77.75130           137.49124         -0.00063       -0.00932       -0.00051        0.00445        0.27872        1.07194       -4.58466        0.30636        3.05673        0.70187        1.54871          22.07082              0.0         10001.0
 117  rfgap     17.68850       35.98115        0.13569        1.45180        2.34294        4.21092        6.51865        4.31292       13.53411        0.00301           7.67284            14.31591            20.91440             8.73288            23.77170            56.80215            23.04550            77.54926           137.62070         -0.00063       -0.00961       -0.00051        0.00479        0.28042        1.06394       -4.69249        0.30813        2.81609        0.70508        1.17049          22.07225              0.0         10001.0
 118  drift     17.99650       35.98129        0.13607        2.14200        2.06118        6.26227        5.28957        4.54874       14.65093        0.00333           7.65968            14.20953            20.88102             8.77849            24.21990            58.43160            22.98847            77.96438           138.60335         -0.00092       -0.00955       -0.00036        0.00473        0.28042        0.99766       -7.08301        0.67190        2.36837        0.54286        1.49696          24.61285              0.0         10001.0
 119  rfgap     17.99650       36.41457        0.14768        2.14200        2.06118        6.26227        5.28957        4.52228       14.55003        0.00271           7.66836            14.19591            20.83039             8.78951            24.38798            59.84780            23.05780            78.14511           136.97653         -0.00092       -0.01001       -0.00036        0.00505        0.28212        0.99000       -7.30326        0.67520        2.18173        0.54547        1.07786          24.54346              0.0         10001.0
 120  drift     18.15050       36.41462        0.14782        2.50022        1.93607        7.31681        4.81557        4.61727       15.04173        0.00284           7.66192            14.16580            20.81675             8.80422            24.65711            60.36012            23.03246            78.72853           137.03834         -0.00108       -0.01000       -0.00028        0.00504        0.28212        0.95232       -8.58293        0.92070        1.99581        0.48046        1.21480          25.61354              0.0         10001.0
 121  quad      18.44950       36.41462        0.14782        2.47297        2.23945        7.24291        5.21298        4.81945       16.00306        0.00284           7.67965            14.21955            20.77362             8.83175            24.55372            60.70141            23.03263            78.63168           137.10843         -0.00106        0.01081       -0.00020        0.00111        0.28212        0.81811        9.10106        0.89866       -8.36976        0.64082        1.30279          27.90548              0.0         10001.0
 122  drift     18.60350       36.41461        0.14780        2.08849        2.69123        6.11632        6.15370        4.92500       16.51237        0.00295           7.67494            14.18540            20.75406             8.83851            24.61097            60.84295            23.03388            78.41485           136.73034         -0.00090        0.01082       -0.00018        0.00110        0.28212        0.82373        7.65122        0.64134      -10.09635        0.92475        1.42993          29.13969              0.0         10001.0
 123  rfgap     18.60350       36.84668        0.15442        2.08849        2.69123        6.11632        6.15370        4.89681       16.39802        0.00228           7.68324            14.18785            20.72732             8.83918            24.83109            62.78404            23.24372            79.55133           133.14030         -0.00090        0.01036       -0.00018        0.00180        0.28382        0.81682        7.43398        0.64449      -10.38975        0.93022        0.89930          28.88376              0.0         10001.0
 124  drift     18.91150       36.84666        0.15434        1.35305        3.62074        3.94218        8.08585        5.04869       17.24883        0.00247           7.67724            14.17760            20.74265             8.84892            24.99854            62.88941            23.24875            79.70810           131.20675         -0.00058        0.01039       -0.00012        0.00179        0.28382        0.82182        4.73107        0.27072      -14.04979        1.68189        1.12322          30.69658              0.0         10001.0
 125  rfgap     18.91150       37.27906        0.16037        1.35305        3.62074        3.94218        8.08585        5.02011       17.13010        0.00192           7.67982            14.14694            20.75854             8.85653            25.34245            65.91015            23.57412            80.57489           145.83690         -0.00058        0.01014       -0.00012        0.00266        0.28550        0.81490        4.63707        0.27224      -14.56141        1.69042        0.58603          30.28067              0.0         10001.0
 126  drift     19.06550       37.27904        0.16032        1.00192        4.10186        2.89771        9.08499        5.06632       17.47062        0.00200           7.67844            14.14801            20.79061             8.85831            25.45583            65.86243            23.56660            81.57578           143.74586         -0.00042        0.01017       -0.00008        0.00264        0.28550        0.81608        3.35653        0.14930      -16.53265        2.16908        0.69198          30.85053              0.0         10001.0
 127  quad      19.36450       37.27904        0.16032        0.59726        3.86693        1.63782        8.45056        5.17063       18.13320        0.00200           7.67869            14.12837            20.79230             8.75262            25.50733            62.90341            23.56689            81.57640           143.74696         -0.00021        0.00443       -0.00001        0.00221        0.28550        0.67209        0.43663        0.05305       23.33238        1.95101        0.73506          32.13355              0.0         10001.0
 128  drift     19.51850       37.27870        0.15939        0.55082        3.15576        1.41418        6.86293        5.23167       18.48914        0.00212           7.67937            14.15122            20.79533             8.75275            25.50493            62.89748            23.54171            80.68727           137.34004         -0.00015        0.00440        0.00003        0.00223        0.28550        0.71058        0.08307        0.04512       19.00109        1.29935        0.88798          32.93191              0.0         10001.0
 129  rfgap     19.51850       37.71036        0.16207        0.55082        3.15576        1.41418        6.86293        5.20245       18.36210        0.00170           7.67882            14.15965            20.77719             8.76686            26.00411            64.12850            23.95045            83.45920           153.84185         -0.00015        0.00453        0.00003        0.00270        0.28718        0.70419        0.06422        0.04539       18.56674        1.30488        0.33705          32.37906              0.0         10001.0
 130  drift     19.82650       37.70954        0.15990        0.65102        1.77858        2.12555        3.88468        5.29010       18.91865        0.00194           7.67835            14.11160            20.64608             8.77160            26.11229            64.23688            23.75642            83.63129           133.27696         -0.00001        0.00459        0.00011        0.00283        0.28718        0.76720       -0.64426        0.06341       10.37418        0.41426        0.72510          33.75266              0.0         10001.0
 131  rfgap     19.82650       38.14181        0.16297        0.65102        1.77858        2.12555        3.88468        5.26083       18.78978        0.00163           7.67617            14.09218            20.61768             8.77904            26.27616            64.48137            24.13045            82.65735           145.14021         -0.00001        0.00515        0.00011        0.00305        0.28885        0.76052       -0.67561        0.06379       10.21869        0.41632        0.24828          33.23852              0.0         10001.0
 132  drift     19.98050       38.14125        0.16151        0.77560        1.11026        2.52109        2.43825        5.29627       19.00127        0.00175           7.67580            14.08517            20.60741             8.78322            26.36867            64.55000            23.92568            82.53800           130.28887          0.00008        0.00540        0.00016        0.00308        0.28885        0.78688       -1.05321        0.09055        6.30119        0.16215        0.51082          33.97625              0.0         10001.0
 133  quad      20.27950       38.14125        0.16151        0.84852        0.22511        2.55504        1.15892        5.36882       19.41709        0.00175           7.67654            14.06525            20.60843             8.78533            26.31265            64.57092            23.92595            82.54538           130.30052          0.00021        0.00284        0.00031        0.00740        0.28885        0.64353        0.57143        0.10836       -0.17392        0.00666        0.54377          34.91296              0.0         10001.0
 134  drift     20.43350       38.14159        0.16240        0.79422        0.61154        2.19797        2.51853        5.43960       19.65683        0.00226           7.68720            14.30087            21.20218             8.78576            26.33674            64.78902            23.70673            79.28478           168.51175          0.00025        0.00295        0.00042        0.00648        0.28885        0.63090        0.33165        0.09481       -2.58634        0.04918        1.12599          36.17103              0.0         10001.0
 135  rfgap     20.43350       38.57381        0.16423        0.79422        0.61154        2.19797        2.51853        5.40989       19.52370        0.00183           7.69157            14.39944            21.38001             8.79398            26.15273            65.62792            24.16682            80.92263           176.88006          0.00025        0.00332        0.00042        0.00635        0.29051        0.62486        0.28316        0.09530       -2.61126        0.04942        0.66074          35.49291              0.0         10001.0
 136  drift     20.74150       38.57524        0.16792        0.77783        1.66312        1.90518        5.25822        5.57758       19.90032        0.00258           7.70261            14.58826            21.82237             8.85514            27.05210            68.74741            24.83876            81.99713           240.81389          0.00036        0.00358        0.00061        0.00645        0.29051        0.59886       -0.12695        0.09127       -7.59998        0.36297        1.36896          36.70679              0.0         10001.0
 137  rfgap     20.74150       39.00736        0.16842        0.77783        1.66312        1.90518        5.25822        5.54748       19.76687        0.00201           7.70541            14.64265            21.77346             8.88894            27.74242            70.68133            25.43001            86.33176           244.91279          0.00036        0.00386        0.00061        0.00634        0.29216        0.59292       -0.16711        0.09176       -7.69445        0.36365        0.82754          35.86457              0.0         10001.0
 138  drift     20.89550       39.00785        0.16970        0.81221        2.20788        2.10375        6.64385        5.62069       19.89190        0.00224           7.70595            14.62930            21.72131             8.93200            28.34585            72.21873            25.88440            90.80093           266.66939          0.00042        0.00388        0.00071        0.00639        0.29216        0.58097       -0.36081        0.10004      -10.24425        0.63780        1.03721          36.17104              0.0         10001.0
 139  quad      21.19450       39.00785        0.16970        1.17404        2.59124        3.33784        7.34297        5.76379       20.14056        0.00224           7.70365            14.60472            21.71706             8.89776            27.72547            69.57459            25.88474            90.81584           266.71318          0.00067        0.01357        0.00071       -0.00624        0.29216        0.43221       -3.93485        0.20910        3.75178        0.88190        1.08756          38.03584              0.0         10001.0
 140  drift     21.34850       39.00799        0.17005        1.51783        2.42281        4.37506        6.64457        5.84094       20.27885        0.00238           7.70001            14.53966            21.68480             8.92560            28.09496            70.50177            26.01777            91.28482           276.20219          0.00088        0.01355        0.00062       -0.00622        0.29216        0.38690       -5.17642        0.34966        3.45381        0.76858        1.22980          38.86111              0.0         10001.0
 141  rfgap     21.34850       39.43824        0.16485        1.51783        2.42281        4.37506        6.64457        5.80992       20.14413        0.00176           7.71022            14.58406            21.62202             8.95047            28.94136            71.90399            26.60214            97.61132           272.27704          0.00088        0.01385        0.00062       -0.00620        0.29381        0.38187       -5.27843        0.35116        3.22011        0.77076        0.56534          38.02167              0.0         10001.0
 142  drift     21.65650       39.43848        0.16546        2.22776        2.11627        6.48525        5.33638        5.90011       20.26262        0.00194           7.70130            14.44269            21.57235             8.98995            29.44401            73.15282            26.74889            97.28041           284.86211          0.00130        0.01384        0.00043       -0.00617        0.29381        0.29616       -7.88248        0.75736        2.71755        0.58548        0.80059          38.99609              0.0         10001.0
 143  rfgap     21.65650       39.86830        0.15847        2.22776        2.11627        6.48525        5.33638        5.86918       20.12970        0.00156           7.72381            14.45820            21.46725             9.01094            30.02067            74.03372            27.47913           104.14432           280.33466          0.00130        0.01425        0.00043       -0.00616        0.29545        0.29161       -8.08568        0.75937        2.53921        0.58738        0.15391          37.97494              0.0         10001.0
 144  drift     21.81050       39.86840        0.15873        2.59420        1.97693        7.56635        4.82066        5.88054       20.11001        0.00159           7.71880            14.36571            21.45737             9.02318            30.15329            74.36076            27.49687           105.72083           283.81431          0.00152        0.01425        0.00033       -0.00615        0.29545        0.25264       -9.46586        1.03039        2.32463        0.51188        0.25321          38.09738              0.0         10001.0
 145  quad      22.10950       39.86840        0.15873        2.55848        2.25911        7.47810        5.15504        5.91599       20.07689        0.00159           7.71637            14.43852            21.50189             9.05361            30.71795            76.12874            27.49716           105.73055           283.84041          0.00150       -0.01554        0.00021       -0.00218        0.29545        0.11500       10.23089        1.00253       -8.46391        0.66619        0.27742          38.55780              0.0         10001.0
 146  drift     22.26350       39.86844        0.15881        2.15739        2.70227        6.31080        6.03236        5.93540       20.06830        0.00163           7.71272            14.37366            21.50136             9.05728            30.69985            76.08389            27.52154           104.78649           284.35955          0.00126       -0.01555        0.00018       -0.00216        0.29545        0.11663        8.59603        0.71317      -10.16124        0.95281        0.36293          38.77681              0.0         10001.0
 147  rfgap     22.26350       40.29712        0.14838        2.15739        2.70227        6.31080        6.03236        5.90471       19.93850        0.00163           7.72740            14.36440            21.45542             9.08600            31.66412            76.76151            28.40650           113.40625           279.67015          0.00126       -0.01511        0.00018       -0.00219        0.29708        0.11301        8.37503        0.71575      -10.39591        0.95505       -0.28494          37.58499              0.0         10001.0
 148  drift     22.57150       40.29716        0.14850        1.38534        3.61146        4.04823        7.89009        5.87318       19.76074        0.00159           7.72236            14.32346            21.45836             9.08819            31.68116            76.43223            28.33024           110.11378           280.54466          0.00080       -0.01509        0.00011       -0.00216        0.29708        0.12513        5.30182        0.29533      -13.96786        1.70541       -0.12007          37.28477              0.0         10001.0
 149  rfgap     22.57150       40.72626        0.13865        1.38534        3.61146        4.04823        7.89009        5.84312       19.63484        0.00198           7.72728            14.32057            21.45404             9.14505            32.17017            77.05430            29.29860           120.52666           276.12065          0.00080       -0.01483        0.00011       -0.00215        0.29871        0.12160        5.20996        0.29675      -14.34894        1.70408       -0.70569          36.06779              0.0         10001.0
 150  drift     22.72550       40.72628        0.13868        1.01405        4.08048        2.94295        8.86628        5.79394       19.46802        0.00191           7.72575            14.30542            21.46349             9.14249            32.06425            76.80061            29.18376           116.64591           276.74001          0.00057       -0.01482        0.00008       -0.00214        0.29871        0.13310        3.74310        0.15903      -16.25233        2.17605       -0.61919          35.60285              0.0         10001.0
 151  quad      23.02450       40.72628        0.13868        0.56629        3.83344        1.60528        8.31209        5.70922       19.14553        0.00191           7.72769            14.30536            21.46341             8.97447            30.72284            70.38451            29.18343           116.62967           276.70147          0.00025       -0.00748        0.00003       -0.00135        0.29871        0.01427        0.56807        0.04958       23.59566        1.95649       -0.58589          34.56964              0.0         10001.0
 152  drift     23.17850       40.72598        0.13794        0.49946        3.12237        1.31098        6.76798        5.67416       19.06709        0.00181           7.72777            14.32076            21.48652             8.97117            30.71426            70.20402            28.81954           113.33524           276.09072          0.00014       -0.00755        0.00001       -0.00134        0.29871        0.06199        0.15118        0.03857       19.18917        1.29847       -0.47152          34.57744              0.0         10001.0
 153  rfgap     23.17850       41.15497        0.12743        0.49946        3.12237        1.31098        6.76798        5.64538       18.94744        0.00235           7.72762            14.31630            21.47981             8.99744            30.89193            70.28881            29.62155           122.59036           272.72606          0.00014       -0.00768        0.00001       -0.00130        0.30033        0.05902        0.13645        0.03878       18.77593        1.30170       -0.98302          33.65525              0.0         10001.0
 154  drift     23.48650       41.15425        0.12567        0.60068        1.74065        1.99758        3.79128        5.53652       18.74196        0.00199           7.72709            14.27357            21.38363             8.99710            30.96806            69.98431            28.55057           111.60726           271.22056         -0.00010       -0.00760       -0.00003       -0.00131        0.30033        0.15367       -0.69473        0.05609       10.38746        0.40455       -0.68131          33.58409              0.0         10001.0
 155  rfgap     23.48650       41.58419        0.11714        0.60068        1.74065        1.99758        3.79128        5.50868       18.62607        0.00249           7.72572            14.26728            21.37421             9.00676            31.21228            69.90433            29.06274           114.54876           268.57857         -0.00010       -0.00804       -0.00003       -0.00127        0.30194        0.15041       -0.72055        0.05641       10.24799        0.40629       -1.10724          33.00519              0.0         10001.0
 156  drift     23.64050       41.58369        0.11594        0.73939        1.06844        2.40657        2.34164        5.44467       18.46732        0.00222           7.72607            14.26140            21.39744             9.01055            31.36258            69.77214            28.33831           107.85267           267.29286         -0.00023       -0.00829       -0.00005       -0.00119        0.30194        0.19813       -1.15931        0.08546        6.21371        0.15301       -0.90185          33.06693              0.0         10001.0
 157  quad      23.93950       41.58369        0.11594        0.85057        0.23258        2.49605        1.29433        5.32052       18.16460        0.00222           7.72863            14.27637            21.41991             9.01400            31.37201            69.79313            28.33788           107.82608           267.22696         -0.00039       -0.00203       -0.00011       -0.00271        0.30194        0.09996        0.41185        0.11306       -0.47198        0.00725       -0.85536          31.57665              0.0         10001.0
 158  drift     24.09350       41.58428        0.11736        0.81589        0.68233        2.19075        2.63765        5.28591       18.03136        0.00180           7.73783            14.48561            21.99789             9.01653            31.50977            70.25590            27.69878           109.39041           278.70169         -0.00042       -0.00234       -0.00014       -0.00183        0.30194        0.11124        0.20367        0.10390       -3.10700        0.06236       -0.42788          31.88627              0.0         10001.0
 159  rfgap     24.09350       42.01517        0.11079        0.81589        0.68233        2.19075        2.63765        5.25957       17.92180        0.00215           7.74252            14.55672            22.13950             9.03002            31.87614            70.91467            28.21306           113.56199           281.44236         -0.00042       -0.00270       -0.00014       -0.00193        0.30355        0.10844        0.15800        0.10439       -3.13109        0.06260       -0.79639          31.31706              0.0         10001.0
 160  drift     24.40150       42.01657        0.11412        0.82453        1.77572        2.09368        5.34817        5.20764       17.58133        0.00178           7.75459            14.66600            22.47663             9.09895            32.41147            73.74623            28.63471           123.24299           283.64325         -0.00052       -0.00318       -0.00020       -0.00178        0.30355        0.13735       -0.20363        0.10645       -8.53706        0.42077       -0.25434          30.24955              0.0         10001.0
 161  rfgap     24.40150       42.44781        0.10808        0.82453        1.77572        2.09368        5.34817        5.18197       17.47612        0.00207           7.75875            14.62875            22.41955             9.13836            32.97516            74.52013            29.14233           125.02735           285.12509         -0.00052       -0.00345       -0.00020       -0.00205        0.30514        0.13450       -0.24385        0.10695       -8.62504        0.42116       -0.64545          29.73422              0.0         10001.0
 162  drift     24.55550       42.44825        0.10910        0.86340        2.33811        2.26318        6.72104        5.14761       17.25861        0.00196           7.76087            14.63085            22.35423             9.17925            33.47507            75.82122            29.40008           126.82189           283.40087         -0.00057       -0.00357       -0.00023       -0.00201        0.30514        0.15271       -0.41658        0.11724      -11.37639        0.72692       -0.47538          29.08402              0.0         10001.0
 163  quad      24.85450       42.44825        0.10910        1.23714        2.71953        3.48039        7.38525        5.07921       16.84258        0.00196           7.76315            14.65183            22.31810             9.10968            31.94196            71.69913            29.39981           126.80407           283.36105         -0.00086       -0.01648       -0.00024        0.00126        0.30514        0.06131       -4.44505        0.24064        4.47126        0.99094       -0.44005          28.31641              0.0         10001.0
 164  drift     25.00850       42.44833        0.10930        1.59200        2.53172        4.53224        6.66550        5.04762       16.63880        0.00191           7.76121            14.60255            22.27697             9.13409            32.19764            72.43563            29.48692           128.13160           281.29879         -0.00111       -0.01649       -0.00022        0.00129        0.30514        0.04695       -5.79925        0.39859        4.11171        0.85650       -0.33377          27.88269              0.0         10001.0
 165  rfgap     25.00850       42.87900        0.10166        1.59200        2.53172        4.53224        6.66550        5.02307       16.54125        0.00228           7.77237            14.64442            22.20534             9.16120            32.49218            72.44633            29.75354           130.03970           281.77617         -0.00111       -0.01662       -0.00022        0.00098        0.30673        0.04470       -5.90052        0.40009        3.87816        0.85842       -0.75779          27.64446              0.0         10001.0
 166  drift     25.31650       42.87914        0.10200        2.32130        2.18400        6.66678        5.37760        4.91664       16.01634        0.00213           7.76668            14.51487            22.14320             9.19457            32.75854            73.36739            29.81408           131.00167           278.43076         -0.00162       -0.01666       -0.00019        0.00100        0.30673        0.02263       -8.72559        0.85124        3.25701        0.63650       -0.56196          26.43162              0.0         10001.0
 167  rfgap     25.31650       43.30992        0.09448        2.32130        2.18400        6.66678        5.37760        4.89301       15.92408        0.00258           7.78857            14.57035            22.02623             9.21523            32.92901            73.25698            30.06233           131.97663           278.13831         -0.00162       -0.01683       -0.00019        0.00074        0.30832        0.02062       -8.92588        0.85323        3.08352        0.63835       -0.95279          26.22473              0.0         10001.0
 168  drift     25.47050       43.30998        0.09462        2.69628        2.02292        7.75636        4.81726        4.81825       15.60433        0.00250           7.78507            14.51113            22.00322             9.22478            33.01610            73.45072            30.04849           132.01864           277.05906         -0.00188       -0.01684       -0.00018        0.00077        0.30832        0.01340      -10.41395        1.15166        2.81179        0.54709       -0.85869          25.44122              0.0         10001.0
 169  quad      25.76950       43.30998        0.09462        2.65015        2.27007        7.63718        5.08064        4.68591       14.98495        0.00250           7.74536            14.41488            22.22804             9.28009            33.95705            75.20942            30.04792           131.98157           276.98125         -0.00184        0.01978       -0.00020       -0.00199        0.30832       -0.06489       11.52963        1.11830       -8.34802        0.68483       -0.80205          24.06334              0.0         10001.0
 170  drift     25.92350       43.30998        0.09461        2.23028        2.69732        6.43098        5.90365        4.61958       14.71464        0.00243           7.74279            14.35524            22.20454             9.28094            33.95357            75.20171            29.98718           132.15326           279.09876         -0.00153        0.01978       -0.00023       -0.00198        0.30832       -0.03518        9.67253        0.79228       -9.95819        0.96679       -0.72256          23.43421              0.0         10001.0
 171  rfgap     25.92350       43.74076        0.08700        2.23028        2.69732        6.43098        5.90365        4.59764       14.63166        0.00290           7.75401            14.36481            22.15083             9.30600            34.03045            74.38350            30.18126           132.27473           278.18030         -0.00153        0.01944       -0.00023       -0.00243        0.30989       -0.03667        9.45693        0.79518      -10.17300        0.96912       -1.07920          23.29412              0.0         10001.0
 172  drift     26.23150       43.74074        0.08696        1.41823        3.57251        4.08285        7.72315        4.42510       14.17057        0.00275           7.75032            14.32979            22.13094             9.30173            33.81843            74.24463            29.99208           131.51381           283.12983         -0.00093        0.01946       -0.00030       -0.00241        0.30989        0.02839        5.94117        0.32170      -13.55598        1.70082       -0.90704          21.71464              0.0         10001.0
 173  rfgap     26.23150       44.17230        0.08108        1.41823        3.57251        4.08285        7.72315        4.40430       14.09202        0.00322           7.75379            14.32436            22.12257             9.34097            33.82940            72.67326            30.15985           132.17223           281.51701         -0.00093        0.01925       -0.00030       -0.00301        0.31146        0.02677        5.85228        0.32318      -13.91670        1.70225       -1.22113          21.60366              0.0         10001.0
 174  drift     26.38550       44.17228        0.08105        1.02569        4.02300        2.93220        8.69472        4.30062       13.81019        0.00313           7.75254            14.32474            22.12315             9.33484            33.85344            72.56901            30.03176           131.92722           284.01986         -0.00064        0.01927       -0.00035       -0.00300        0.31146        0.06244        4.16581        0.16907      -15.71700        2.16004       -1.12426          20.68634              0.0         10001.0
 175  quad      26.68450       44.17228        0.08105        0.53322        3.76116        1.50108        8.12607        4.11220       13.26568        0.00313           7.75618            14.32175            22.11853             9.08479            30.64485            68.02409            30.03118           131.87262           283.90230         -0.00019        0.01198       -0.00035        0.00315        0.31146       -0.00373        0.69254        0.04567       23.71295        1.93998       -1.03441          18.91382              0.0         10001.0
 176  drift     26.83850       44.17197        0.08034        0.44764        3.05412        1.17810        6.59704        4.02204       12.99679        0.00298           7.75588            14.33575            22.14015             9.07653            30.65125            67.88759            29.58305           131.23789           282.53582          0.00000        0.01216       -0.00030        0.00311        0.31146        0.06729        0.18775        0.03219       19.23407        1.28032       -0.92435          18.36759              0.0         10001.0
 177  rfgap     26.83850       44.60417        0.07589        0.44764        3.05412        1.17810        6.59704        4.00334       12.92644        0.00336           7.75560            14.32804            22.12825             9.08758            30.72603            67.30784            29.61173           131.54571           280.18256          0.00000        0.01220       -0.00030        0.00273        0.31303        0.06577        0.17549        0.03235       18.89339        1.28518       -1.16947          18.35830              0.0         10001.0
 178  drift     27.14650       44.60350        0.07440        0.57090        1.67710        1.91656        3.63928        3.82197       12.32607        0.00294           7.75486            14.28681            22.03055             9.07613            30.82528            67.08439            28.79331           131.50364           275.40029          0.00037        0.01209       -0.00022        0.00253        0.31303        0.20239       -0.83027        0.05262       10.30238        0.38803       -0.86808          17.20811              0.0         10001.0
 179  rfgap     27.14650       45.03682        0.07246        0.57090        1.67710        1.91656        3.63928        3.80437       12.26055        0.00318           7.75505            14.30468            22.05810             9.07898            30.83291            66.95528            28.76321           131.49875           271.97260          0.00037        0.01217       -0.00022        0.00229        0.31458        0.20040       -0.85509        0.05288       10.18308        0.38983       -1.03697          17.23397              0.0         10001.0
 180  drift     27.30050       45.03638        0.07149        0.73461        1.00677        2.34394        2.19932        3.72369       11.94626        0.00291           7.75752            14.34724            22.15790             9.07784            30.95420            66.78360            28.44581           130.16000           273.15846          0.00056        0.01221       -0.00018        0.00216        0.31458        0.26630       -1.38847        0.08754        6.03423        0.14050       -0.83503          16.69497              0.0         10001.0
 181  quad      27.59950       45.03638        0.07149        0.88838        0.26247        2.48408        1.37089        3.57689       11.34643        0.00291           7.76020            14.33000            22.19984             9.08157            30.95631            66.78816            28.44526           130.10077           273.03414          0.00074       -0.00080       -0.00017       -0.00098        0.31458        0.20853        0.29288        0.12797       -0.87764        0.00955       -0.75243          15.40489              0.0         10001.0
 182  drift     27.75350       45.03797        0.07502        0.86864        0.76653        2.23566        2.69856        3.53034       11.20273        0.00253           7.77145            14.45382            22.88808             9.09169            31.16307            67.67224            28.39219           124.40736           253.63375          0.00073       -0.00067       -0.00021       -0.00305        0.31458        0.24085        0.10549        0.12217       -3.78407        0.08132       -0.40319          15.03464              0.0         10001.0
 183  rfgap     27.75350       45.47281        0.07642        0.86864        0.76653        2.23566        2.69856        3.51428       11.14429        0.00265           7.77586            14.47975            23.03858             9.10885            31.43207            68.25639            28.41715           119.36401           244.34802          0.00073       -0.00055       -0.00021       -0.00285        0.31613        0.23884        0.05699        0.12270       -3.81064        0.08157       -0.53170          15.02853              0.0         10001.0
 184  drift     28.06150       45.47499        0.08121        0.89548        1.90360        2.31929        5.37660        3.47773       10.90216        0.00239           7.78993            14.47730            23.44502             9.18629            32.53873            71.43520            28.58555           104.43588           216.44742          0.00071       -0.00069       -0.00030       -0.00292        0.31613        0.30193       -0.26565        0.13017       -9.77506        0.49881       -0.10639          14.63086              0.0         10001.0
