n_el  name       dist[m]     Energy[MeV/u] (W-Wtmp)/Wtmp,%   x_rms[cm]      y_rms[cm]      Xmax[cm]       Ymax[cm]     phi_rms[deg]   phi_max[deg]   DW/W[rel.u.]   4*exn_rms[cm*mrad]   exn99.5[cm*mrad]    exn_max[cm*mrad]   4*eyn_rms[cm*mrad]   eyn99.5[cm*mrad]    eyn_max[cm*mrad]   4*ezn_rms[keV/u*ns]  ezn99.5[keV/u*ns]    ezn_max[keV/u*ns]     Xc[cm]       X'c[mrad]        Yc[cm]       Y'c[mrad]        btgm          Zc[deg]          a_x        b_x[cm/mrad]       a_y        b_y[cm/mrad]       a_z        b_z[deg/(%ofD_W/W)]  #of_lost_part  total#of_par
 342  drift     52.00550       68.09211        0.13577        0.85168        2.58365        2.04738        5.73184        3.54601       11.91953        0.00176           7.94640            16.23914            25.19649            10.32621            51.92043           137.17417            30.57484           104.69026           246.62018          0.00057       -0.01764        0.00025        0.00264        0.38901       -0.02431        5.52154        0.14204       -4.64853        1.00589        0.33628          21.28272              0.0         10001.0
 343  quad      52.30450       68.09211        0.13577        0.19642        2.23755        0.68058        4.99524        3.58403       12.04944        0.00176           7.94733            16.23759            25.19408            10.30226            51.37249           136.44751            30.57497           104.67949           246.59479          0.00016       -0.01112        0.00026       -0.00246        0.38901       -0.11239       -0.23482        0.00755       11.49849        0.75620        0.37023          21.74147              0.0         10001.0
 344  drift     52.45850       68.09198        0.13558        0.49557        1.71533        1.52017        3.86466        3.60717       12.30327        0.00185           7.94790            16.24720            25.20900            10.31272            51.66135           136.48969            30.65542           108.36416           257.70312         -0.00001       -0.01105        0.00022       -0.00250        0.38901       -0.08788       -2.39678        0.04808        8.75683        0.44396        0.51912          21.96539              0.0         10001.0
 345  rfgap     52.45850       68.50099        0.13185        0.49557        1.71533        1.52017        3.86466        3.59740       12.26337        0.00174           7.95040            16.29937            25.25077            10.31972            51.89871           136.39610            30.70834           108.26318           270.32006         -0.00001       -0.01128        0.00022       -0.00248        0.39023       -0.08826       -2.40753        0.04822        8.68647        0.44504        0.35640          21.94071              0.0         10001.0
 346  drift     52.76650       68.50112        0.13205        1.30247        0.69943        3.67856        1.77878        3.65341       12.74965        0.00193           7.96238            16.35563            25.45624            10.33336            52.27040           136.29831            30.90244           112.80516           286.67131         -0.00036       -0.01155        0.00014       -0.00258        0.39023       -0.03876       -6.82837        0.33256        3.39289        0.07390        0.64202          22.48709              0.0         10001.0
 347  rfgap     52.76650       68.90970        0.12878        1.30247        0.69943        3.67856        1.77878        3.64358       12.70844        0.00185           7.97328            16.40465            25.53253            10.33299            52.41056           136.30835            30.98519           111.47555           301.69296         -0.00036       -0.01196        0.00014       -0.00254        0.39144       -0.03928       -6.88795        0.33313        3.37053        0.07413        0.54846          22.44024              0.0         10001.0
 348  drift     52.92050       68.90974        0.12884        1.71965        0.25642        4.76548        1.20849        3.67687       12.94125        0.00198           7.98430            16.53731            25.61939            10.33147            52.40890           136.30404            31.15255           119.25721           307.76054         -0.00055       -0.01203        0.00010       -0.00248        0.39144       -0.01396       -9.16338        0.57992        0.80566        0.00996        0.70375          22.72944              0.0         10001.0
 349  quad      53.21950       68.90974        0.12884        2.01436        0.91044        5.46774        3.00797        3.75177       13.39477        0.00198           7.98028            16.46701            25.51048            10.33212            52.44990           136.41066            31.15267           119.24426           307.72713         -0.00073        0.00063        0.00005       -0.00115        0.39144       -0.09696        3.30852        0.79612       -5.35164        0.12561        0.74618          23.66480              0.0         10001.0
 350  drift     53.37350       68.91017        0.12947        1.88663        1.51281        5.06525        4.26008        3.79673       13.63636        0.00207           7.99188            16.57345            25.51724            10.35363            52.70266           137.06805            31.46198           122.14350           311.19362         -0.00072        0.00060        0.00003       -0.00116        0.39144       -0.07928        3.04967        0.69734       -8.98958        0.34610        0.83901          23.99711              0.0         10001.0
 351  rfgap     53.37350       69.31775        0.12584        1.88663        1.51281        5.06525        4.26008        3.78659       13.59225        0.00187           7.99756            16.64886            25.47644            10.37347            53.00734           137.86045            31.60515           125.04406           320.21527         -0.00072        0.00025        0.00003       -0.00113        0.39264       -0.07975        2.95891        0.69899       -9.01749        0.34650        0.62496          23.90244              0.0         10001.0
 352  drift     53.68150       69.31835        0.12671        1.64525        2.73128        4.28542        6.77331        3.86902       14.02985        0.00199           8.01363            16.77610            25.43761            10.41303            53.33153           139.06527            32.22814           133.65770           321.67918         -0.00071        0.00017        0.00000       -0.00113        0.39264       -0.04200        2.49393        0.53051      -16.33137        1.12516        0.76444          24.47198              0.0         10001.0
 353  rfgap     53.68150       69.72541        0.12344        1.64525        2.73128        4.28542        6.77331        3.85875       13.98468        0.00182           8.01958            16.84492            25.38797            10.45590            54.13753           140.79982            32.44385           137.33770           329.74238         -0.00071       -0.00012        0.00000       -0.00112        0.39384       -0.04258        2.41973        0.53173      -16.40220        1.12397        0.56009          24.32324              0.0         10001.0
 354  drift     53.83550       69.72560        0.12372        1.53117        3.34572        3.90635        8.03753        3.89403       14.17745        0.00186           8.02436            16.80051            25.35926            10.47159            54.33286           141.30784            32.73765           140.82260           328.64084         -0.00071       -0.00014       -0.00002       -0.00113        0.39384       -0.02220        2.20830        0.46027      -20.09217        1.68402        0.61251          24.54775              0.0         10001.0
 355  quad      54.13450       69.72560        0.12372        1.73076        3.56362        4.21595        8.18834        3.95763       14.54875        0.00186           8.03043            16.85140            25.39774            10.42504            53.31432           135.83267            32.73785           140.80445           328.59849         -0.00093       -0.01498       -0.00004       -0.00025        0.39384       -0.10139       -7.22708        0.58765       14.00746        1.91905        0.64841          25.35597              0.0         10001.0
 356  drift     54.28850       69.72560        0.12372        2.05942        3.16349        4.98633        7.13833        3.99333       14.74378        0.00189           8.03330            16.83614            25.37474            10.43589            53.42151           136.10575            32.90917           141.03911           327.61699         -0.00116       -0.01499       -0.00005       -0.00025        0.39384       -0.10013       -8.63333        0.83172       12.40012        1.51072        0.69619          25.68112              0.0         10001.0
 357  rfgap     54.28850       70.13119        0.11944        2.05942        3.16349        4.98633        7.13833        3.98283       14.69641        0.00171           8.03524            16.84969            25.31884            10.46406            54.17543           136.97959            33.03577           142.95555           331.29907         -0.00116       -0.01537       -0.00005       -0.00025        0.39504       -0.10060       -8.72930        0.83404       12.19676        1.51122        0.45477          25.59740              0.0         10001.0
 358  drift     54.59650       70.13118        0.11942        2.72575        2.37927        6.54459        5.16747        4.03697       15.02807        0.00176           8.04080            16.88496            25.29582            10.48228            54.57894           137.30552            33.31153           146.55440           328.96610         -0.00163       -0.01539       -0.00005       -0.00025        0.39504       -0.09634      -11.61022        1.46006        9.11341        0.85335        0.54651          26.08044              0.0         10001.0
 359  rfgap     54.59650       70.53598        0.11514        2.72575        2.37927        6.54459        5.16747        4.02643       14.98008        0.00163           8.04440            16.90491            25.21239            10.50163            55.00802           137.69218            33.46867           147.98728           331.43847         -0.00163       -0.01587       -0.00005       -0.00026        0.39622       -0.09683      -11.77986        1.46380        8.99450        0.85434        0.32189          25.97274              0.0         10001.0
 360  drift     54.75050       70.53596        0.11511        3.06402        1.99433        7.33444        4.29538        4.04494       15.11691        0.00165           8.04704            16.87778            25.20953            10.50828            55.16533           137.74115            33.56838           150.05510           330.15424         -0.00188       -0.01587       -0.00006       -0.00026        0.39622       -0.09354      -13.26468        1.84905        7.50566        0.59988        0.36766          26.13419              0.0         10001.0
 361  quad      55.04950       70.53596        0.11511        2.86634        1.75017        6.82582        3.82331        4.08239       15.38203        0.00165           8.01948            16.96129            25.14646            10.52220            55.49768           138.91785            33.56863           150.03886           330.11851         -0.00180        0.02069       -0.00009       -0.00168        0.39622       -0.16678       19.59850        1.62372       -2.08305        0.46138        0.39532          26.62017              0.0         10001.0
 362  drift     55.20350       70.53582        0.11491        2.33409        1.87320        5.55259        4.12655        4.09850       15.52164        0.00168           8.02142            17.00423            25.13560            10.52542            55.49089           138.90086            33.57717           150.11890           328.84754         -0.00148        0.02067       -0.00011       -0.00167        0.39622       -0.15773       15.92916        1.07643       -2.27171        0.52836        0.45118          26.82390              0.0         10001.0
 363  rfgap     55.20350       70.93931        0.10989        2.33409        1.87320        5.55259        4.12655        4.08789       15.47229        0.00156           8.02322            17.00460            25.09904            10.53663            55.80312           138.98661            33.70983           148.76184           330.21496         -0.00148        0.02030       -0.00011       -0.00169        0.39741       -0.15808       15.80145        1.07940       -2.33144        0.52937        0.21010          26.73358              0.0         10001.0
 364  drift     55.51150       70.93895        0.10938        1.28530        2.13201        3.03744        4.75072        4.10766       15.69662        0.00160           8.02632            16.99583            25.04912            10.54206            55.63874           138.92319            33.70583           149.81292           327.45994         -0.00086        0.02025       -0.00016       -0.00169        0.39741       -0.13834        8.63625        0.32718       -2.73421        0.68541        0.33544          26.99594              0.0         10001.0
 365  rfgap     55.51150       71.34163        0.10435        1.28530        2.13201        3.03744        4.75072        4.09710       15.64707        0.00154           8.02736            17.00611            25.02739            10.55603            55.63919           138.92433            33.85625           148.65995           328.53028         -0.00086        0.02001       -0.00016       -0.00172        0.39859       -0.13874        8.58601        0.32811       -2.81955        0.68653        0.13754          26.89115              0.0         10001.0
 366  drift     55.66550       71.34137        0.10398        0.77039        2.26796        1.84463        5.07778        4.10248       15.73356        0.00156           8.02793            16.99111            25.00531            10.55837            55.63089           138.90358            33.84821           148.33980           326.38021         -0.00055        0.01998       -0.00019       -0.00173        0.39859       -0.12779        5.07393        0.11787       -3.03848        0.77671        0.21763          26.96823              0.0         10001.0
 367  quad      55.96450       71.34137        0.10398        0.23351        1.92152        0.79747        4.37169        4.12458       15.90344        0.00156           8.02843            16.99002            25.00371            10.53947            55.69545           138.37379            33.84844           148.32698           326.35198         -0.00006        0.01452       -0.00018        0.00219        0.39859       -0.19352       -0.86653        0.01083        9.00335        0.55854        0.24220          27.25932              0.0         10001.0
 368  drift     56.11850       71.34118        0.10371        0.61916        1.44664        1.88637        3.34161        4.13847       15.99714        0.00162           8.03033            16.99236            25.04401            10.54388            55.68523           138.34841            33.90550           149.73739           321.67002          0.00016        0.01440       -0.00015        0.00224        0.39859       -0.16232       -3.37285        0.07611        6.72142        0.31645        0.38762          27.39706              0.0         10001.0
 369  rfgap     56.11850       71.74310        0.09875        0.61916        1.44664        1.88637        3.34161        4.12791       15.94694        0.00154           8.03406            17.01093            25.07138            10.54696            55.66418           138.29609            34.07276           147.09033           320.80770          0.00016        0.01447       -0.00015        0.00220        0.39976       -0.16266       -3.38630        0.07630        6.67497        0.31729        0.18595          27.27780              0.0         10001.0
 370  drift     56.42650       71.74295        0.09853        1.49177        0.53304        4.16620        1.53229        4.15982       16.09293        0.00166           8.04894            17.02995            25.21087            10.55032            55.73662           138.47608            34.23990           143.82087           310.29314          0.00061        0.01449       -0.00008        0.00225        0.39976       -0.09820       -8.49699        0.44210        2.25763        0.04306        0.45707          27.56598              0.0         10001.0
 371  rfgap     56.42650       72.14445        0.09412        1.49177        0.53304        4.16620        1.53229        4.14927       16.04282        0.00159           8.06180            17.19374            25.19230            10.54816            55.75599           138.52419            34.46266           141.41223           306.41871          0.00061        0.01471       -0.00008        0.00228        0.40093       -0.09871       -8.56064        0.44269        2.24423        0.04320        0.32380          27.40272              0.0         10001.0
 372  drift     56.58050       72.14441        0.09406        1.93792        0.21859        5.32553        1.52628        4.16763       16.09588        0.00167           8.07380            17.26293            25.21977            10.54520            55.70728           138.40319            34.63068           146.16018           302.29614          0.00084        0.01472       -0.00004        0.00228        0.40093       -0.06525      -11.17510        0.74597        0.09550        0.00727        0.46643          27.51167              0.0         10001.0
 373  quad      56.87950       72.14441        0.09406        2.22641        1.00090        5.99147        3.20595        4.21318       16.19964        0.00167           8.06557            17.27708            25.13030            10.54689            55.80359           138.64246            34.63096           146.14525           302.26524          0.00100       -0.00403        0.00002        0.00206        0.40093       -0.12433        4.70279        0.98560       -5.79715        0.15233        0.49426          28.11603              0.0         10001.0
 374  drift     57.03350       72.14463        0.09436        2.06372        1.59143        5.48698        4.42750        4.24132       16.25891        0.00173           8.07668            17.31330            25.10994            10.56417            55.99782           139.12502            34.94386           150.23467           299.57062          0.00094       -0.00401        0.00005        0.00206        0.40093       -0.09631        4.31564        0.84565       -9.29911        0.38447        0.56942          28.23778              0.0         10001.0
 375  rfgap     57.03350       72.54549        0.09017        2.06372        1.59143        5.48698        4.42750        4.23063       16.20865        0.00159           8.08333            17.39207            25.04258            10.58313            55.88961           139.54958            35.19284           150.88557           298.48778          0.00094       -0.00377        0.00005        0.00202        0.40209       -0.09685        4.21592        0.84741       -9.32737        0.38490        0.32812          28.05303              0.0         10001.0
 376  drift     57.34150       72.54581        0.09061        1.75112        2.78427        4.50251        6.88058        4.27552       16.27574        0.00166           8.09889            17.47729            24.98541            10.61454            56.38977           140.44774            35.73968           159.09011           292.71410          0.00083       -0.00373        0.00011        0.00202        0.40209       -0.03812        3.50105        0.60896      -16.37002        1.17464        0.44627          28.21304              0.0         10001.0
 377  rfgap     57.34150       72.94627        0.08699        1.75112        2.78427        4.50251        6.88058        4.26480       16.22587        0.00156           8.10558            17.55696            24.92116            10.65553            56.29591           141.26953            36.05203           158.01635           289.67250          0.00083       -0.00353        0.00011        0.00199        0.40325       -0.03881        3.42388        0.61021      -16.43811        1.17349        0.22161          27.98323              0.0         10001.0
 378  drift     57.49550       72.94638        0.08714        1.60082        3.38546        4.02073        8.11509        4.28016       16.23249        0.00158           8.11026            17.56924            24.90324            10.66775            56.44904           141.65381            36.27508           158.94157           286.63944          0.00077       -0.00352        0.00014        0.00200        0.40325       -0.00794        3.09069        0.50966      -19.99228        1.73297        0.26823          28.01187              0.0         10001.0
 379  quad      57.79450       72.94638        0.08714        1.74234        3.57029        4.19595        8.19644        4.30687       16.24251        0.00158           8.11744            17.56666            25.18518            10.58820            55.16242           134.37861            36.27539           158.93084           286.62009          0.00089        0.01181        0.00015       -0.00119        0.40325       -0.06234       -6.78307        0.60322       14.82590        1.94186        0.29214          28.36228              0.0         10001.0
 380  drift     57.94850       72.94633        0.08707        2.04488        3.15093        4.88713        7.08593        4.32351       16.25099        0.00160           8.12002            17.56269            25.25189            10.59614            55.22956           134.54218            36.40189           159.58041           284.71081          0.00107        0.01182        0.00014       -0.00119        0.40325       -0.04927       -7.99373        0.83063       13.05405        1.51133        0.33469          28.48250              0.0         10001.0
 381  rfgap     57.94850       73.34575        0.08314        2.04488        3.15093        4.88713        7.08593        4.31274       16.20164        0.00153           8.12371            17.57405            25.41439            10.62107            55.60882           134.80926            36.61403           160.45872           281.75368          0.00107        0.01198        0.00014       -0.00118        0.40440       -0.04994       -8.07991        0.83263       12.86713        1.51209        0.08579          28.33209              0.0         10001.0
 382  drift     58.25650       73.34564        0.08299        2.65844        2.32718        6.28477        5.03456        4.32868       16.16315        0.00155           8.12834            17.59055            25.54909            10.63385            55.78388           134.90659            36.79208           161.87510           278.85461          0.00144        0.01200        0.00010       -0.00117        0.40440       -0.02236      -10.56063        1.40644        9.44927        0.82384        0.17036          28.40374              0.0         10001.0
 383  rfgap     58.25650       73.74441        0.07930        2.65844        2.32718        6.28477        5.03456        4.31798       16.11455        0.00153           8.13449            17.54060            25.81398            10.64922            55.90978           134.88486            37.02453           161.73355           277.17832          0.00144        0.01219        0.00010       -0.00115        0.40555       -0.02309      -10.70797        1.40936        9.34442        0.82498       -0.05612          28.23975              0.0         10001.0
 384  drift     58.41050       73.74435        0.07921        2.96995        1.92207        6.99330        4.14618        4.31757       16.06845        0.00153           8.13645            17.53381            25.88017            10.65349            56.00321           134.78510            37.07076           162.67263           276.41907          0.00163        0.01219        0.00008       -0.00115        0.40555       -0.00842      -11.98654        1.75859        7.68554        0.56253       -0.01230          28.19916              0.0         10001.0
 385  quad      58.70950       73.74435        0.07921        2.74995        1.61472        6.45594        3.54993        4.31747       15.97810        0.00153           8.10666            17.51227            24.75233            10.67309            55.40020           135.95142            37.07097           162.67698           276.42647          0.00151       -0.01955        0.00007        0.00038        0.40555       -0.05756       18.86602        1.51324       -1.17810        0.39628        0.00972          28.19771              0.0         10001.0
 386  drift     58.86350       73.74414        0.07893        2.22253        1.69025        5.20633        3.74926        4.31512       15.93434        0.00153           8.10792            17.47567            24.80577            10.67501            55.40486           135.96285            37.03835           161.95556           275.20062          0.00121       -0.01954        0.00008        0.00039        0.40555       -0.03912       15.21863        0.98830       -1.28086        0.43414        0.06484          28.19190              0.0         10001.0
 387  rfgap     58.86350       74.14196        0.07506        2.22253        1.69025        5.20633        3.74926        4.30453       15.88696        0.00156           8.10981            17.45606            24.88390            10.68360            55.39608           135.94131            37.23642           161.75615           275.32961          0.00121       -0.01934        0.00008        0.00040        0.40669       -0.03980       15.10916        0.99085       -1.32784        0.43502       -0.16727          28.05601              0.0         10001.0
 388  drift     59.17150       74.14144        0.07437        1.18268        1.85505        2.78067        4.18185        4.28882       15.75195        0.00154           8.11139            17.49457            24.93880            10.68681            55.41069           135.97716            37.13791           160.48335           273.16315          0.00062       -0.01933        0.00009        0.00045        0.40669       -0.00195        7.97283        0.28052       -1.55001        0.52382       -0.03879          27.92554              0.0         10001.0
 389  rfgap     59.17150       74.53850        0.07060        1.18268        1.85505        2.78067        4.18185        4.27836       15.70560        0.00157           8.11160            17.52367            24.94472            10.69636            55.40802           135.97060            37.30686           161.03769           273.17674          0.00062       -0.01919        0.00009        0.00050        0.40783       -0.00270        7.93067        0.28130       -1.61560        0.52482       -0.21976          27.81279              0.0         10001.0
 390  drift     59.32550       74.53813        0.07010        0.67306        1.94443        1.62487        4.44610        4.26714       15.61698        0.00155           8.11135            17.52549            24.94732            10.69724            55.44033           136.04988            37.22945           160.91093           272.49945          0.00032       -0.01917        0.00010        0.00055        0.40783        0.01687        4.42883        0.09111       -1.73949        0.57656       -0.13445          27.72469              0.0         10001.0
 391  quad      59.62450       74.53813        0.07010        0.31663        1.60152        1.07832        3.76763        4.25544       15.44718        0.00155           8.11164            17.53159            24.95599            10.67785            55.67204           135.95127            37.22956           160.90912           272.49639         -0.00021       -0.01810        0.00008       -0.00154        0.40783       -0.02635       -1.64042        0.02016        6.78550        0.39185       -0.11178          27.57277              0.0         10001.0
 392  drift     59.77850       74.53800        0.06992        0.75449        1.17735        2.26001        2.83335        4.25175       15.36614        0.00154           8.11570            17.50896            25.03068            10.67727            55.70036           136.02041            37.14017           160.27607           271.88477         -0.00049       -0.01813        0.00006       -0.00151        0.40783        0.01202       -4.48103        0.11442        4.92294        0.21178        0.02816          27.59124              0.0         10001.0
 393  rfgap     59.77850       74.93471        0.06681        0.75449        1.17735        2.26001        2.83335        4.24144       15.32147        0.00156           8.12008            17.53871            25.14510            10.67730            55.71306           136.05143            37.31826           157.52867           272.30539         -0.00049       -0.01815        0.00006       -0.00149        0.40896        0.01126       -4.49815        0.11468        4.89290        0.21237       -0.15753          27.47285              0.0         10001.0
 394  drift     60.08650       74.93459        0.06665        1.68325        0.38665        4.66126        1.32220        4.23877       15.13001        0.00155           8.13584            17.62198            25.66930            10.67370            55.65847           136.25086            37.26594           156.14998           270.85860         -0.00105       -0.01826        0.00001       -0.00144        0.40896        0.08923      -10.28348        0.56968        1.28499        0.02291        0.10054          27.47669              0.0         10001.0
 395  rfgap     60.08650       75.33107        0.06434        1.68325        0.38665        4.66126        1.32220        4.22854       15.08649        0.00155           8.14916            17.79168            26.26077            10.66998            55.67906           135.96839            37.47608           157.06160           271.49801         -0.00105       -0.01827        0.00001       -0.00141        0.41009        0.08830      -10.35309        0.57032        1.27710        0.02298       -0.02051          27.33550              0.0         10001.0
 396  drift     60.24050       75.33117        0.06447        2.15537        0.26535        5.86868        1.81663        4.22966       14.97654        0.00156           8.16125            17.87017            26.81196            10.66572            55.68821           135.65947            37.54477           159.14520           270.88545         -0.00133       -0.01829       -0.00001       -0.00126        0.41009        0.12799      -13.30135        0.93373       -0.48394        0.01083        0.11052          27.29991              0.0         10001.0
 397  quad      60.53950       75.33117        0.06447        2.43303        1.08263        6.47940        3.38244        4.24126       14.76434        0.00156           8.14418            17.79371            26.03323            10.66918            55.43211           136.02972            37.54501           159.14922           270.89229         -0.00147        0.00976       -0.00005       -0.00174        0.41009        0.08848        6.36293        1.19229       -6.17280        0.18021        0.13328          27.44971              0.0         10001.0
 398  drift     60.69350       75.33134        0.06469        2.23380        1.65692        5.87251        4.57338        4.25031       14.66082        0.00158           8.15381            17.79700            26.34641            10.68323            55.46665           136.44932            37.70351           158.56074           270.35079         -0.00132        0.00975       -0.00008       -0.00175        0.41009        0.12445        5.80209        1.00384       -9.51816        0.42154        0.19711          27.45103              0.0         10001.0
 399  rfgap     60.69350       75.72730        0.06280        2.23380        1.65692        5.87251        4.57338        4.24012       14.61920        0.00155           8.16055            17.93763            26.51534            10.69947            55.63609           136.53029            37.92346           158.85883           270.39801         -0.00132        0.00962       -0.00008       -0.00171        0.41121        0.12344        5.69415        1.00575       -9.54833        0.42205       -0.02007          27.30441              0.0         10001.0
 400  drift     61.00150       75.72755        0.06313        1.84729        2.81590        4.68209        6.96584        4.24730       14.37189        0.00157           8.17429            18.00965            26.94039            10.72440            55.68860           137.33317            38.16510           161.47117           269.34306         -0.00102        0.00962       -0.00013       -0.00173        0.41121        0.19642        4.63961        0.68666      -16.28037        1.21614        0.08473          27.22349              0.0         10001.0
 401  rfgap     61.00150       76.12322        0.06194        1.84729        2.81590        4.68209        6.96584        4.23718       14.33156        0.00158           8.18070            18.09123            27.10296            10.75839            55.84008           137.36797            38.41472           161.52378           268.98215         -0.00102        0.00953       -0.00013       -0.00168        0.41233        0.19525        4.56014        0.68798      -16.35332        1.21559       -0.11451          27.05880              0.0         10001.0
 402  drift     61.15550       76.12331        0.06206        1.65960        3.39980        4.09674        8.17029        4.23442       14.18706        0.00157           8.18479            18.11606            27.22172            10.76764            55.84815           137.72663            38.49104           163.08126           268.44652         -0.00087        0.00953       -0.00015       -0.00168        0.41233        0.23234        4.06061        0.55501      -19.75359        1.77046       -0.07111          26.96996              0.0         10001.0
 403  quad      61.45450       76.12331        0.06206        1.73770        3.55100        4.12772        8.18622        4.22871       13.90364        0.00157           8.19494            18.20734            27.56600            10.65301            56.54055           130.12784            38.49119           163.07803           268.44120         -0.00082       -0.00601       -0.00016        0.00160        0.41233        0.19454       -6.15401        0.60772       15.54884        1.95222       -0.04837          26.89717              0.0         10001.0
 404  drift     61.60850       76.12326        0.06199        2.00949        3.11585        4.72604        7.02464        4.22842       13.76146        0.00157           8.19682            18.21463            27.61884            10.65870            56.60932           130.28612            38.51579           164.15886           267.57760         -0.00091       -0.00601       -0.00013        0.00160        0.41233        0.21475       -7.14979        0.81250       13.61601        1.50227       -0.00797          26.87636              0.0         10001.0
 405  rfgap     61.60850       76.51813        0.06084        2.00949        3.11585        4.72604        7.02464        4.21841       13.72342        0.00162           8.20089            18.27814            27.71515            10.67785            56.53939           130.12518            38.69470           164.60725           267.00283         -0.00091       -0.00598       -0.00013        0.00162        0.41344        0.21355       -7.22691        0.81429       13.44826        1.50363       -0.22343          26.76398              0.0         10001.0
 406  drift     61.91650       76.51803        0.06070        2.56119        2.25960        5.95573        4.90181        4.20345       13.47629        0.00160           8.20385            18.28777            27.81410            10.68650            56.58417           130.22824            38.68600           163.64387           265.44019         -0.00110       -0.00596       -0.00008        0.00161        0.41344        0.25356       -9.26992        1.32232        9.70233        0.79013       -0.14085          26.58053              0.0         10001.0
 407  rfgap     61.91650       76.91233        0.05990        2.56119        2.25960        5.95573        4.90181        4.19357       13.43932        0.00167           8.20999            18.29037            27.94557            10.69729            56.50504           130.04613            38.85690           163.78180           264.80485         -0.00110       -0.00589       -0.00008        0.00161        0.41455        0.25229       -9.39825        1.32487        9.61092        0.79145       -0.33295          26.47521              0.0         10001.0
 408  drift     62.07050       76.91227        0.05982        2.84146        1.83790        6.59022        3.97509        4.17933       13.37156        0.00165           8.21094            18.28686            27.98295            10.69975            56.58990           129.94237            38.81874           162.81667           264.09842         -0.00119       -0.00589       -0.00006        0.00160        0.41455        0.27220      -10.45260        1.63050        7.78541        0.52348       -0.28887          26.32161              0.0         10001.0
 409  quad      62.36950       76.91227        0.05982        2.60019        1.47174        6.00259        3.25354        4.15262       13.23542        0.00165           8.17582            18.05699            28.14807            10.72256            56.21735           130.89022            38.81870           162.80587           264.08089         -0.00102        0.01653       -0.00002        0.00076        0.41455        0.23598       17.72694        1.37123       -0.40435        0.33496       -0.26391          25.98633              0.0         10001.0
 410  drift     62.52350       76.91206        0.05955        2.08315        1.50110        4.81728        3.35042        4.13808       13.16873        0.00163           8.17615            18.07719            28.17956            10.72367            56.22982           130.91925            38.73242           163.60872           265.38316         -0.00077        0.01654       -0.00001        0.00075        0.41455        0.25806       14.17313        0.88008       -0.46756        0.34843       -0.20633          25.86214              0.0         10001.0
 411  rfgap     62.52350       77.30558        0.05881        2.08315        1.50110        4.81728        3.35042        4.12842       13.13302        0.00172           8.17750            18.08207            28.23118            10.72914            56.34816           130.89003            38.87478           164.00023           265.15801         -0.00077        0.01649       -0.00001        0.00075        0.41565        0.25682       14.08221        0.88228       -0.50413        0.34917       -0.39860          25.77857              0.0         10001.0
 412  drift     62.83150       77.30507        0.05815        1.06373        1.57570        2.48317        3.65129        4.09259       12.96769        0.00166           8.17748            18.14477            28.28492            10.73124            56.27650           131.02794            38.66017           164.57934           268.70096         -0.00026        0.01650        0.00001        0.00070        0.41565        0.29999        7.11796        0.23005       -0.64010        0.38467       -0.26064          25.47380              0.0         10001.0
 413  rfgap     62.83150       77.69784        0.05753        1.06373        1.57570        2.48317        3.65129        4.08309       12.93289        0.00173           8.17664            18.12974            28.30561            10.73654            56.29781           131.07756            38.71406           164.06791           269.62680         -0.00026        0.01648        0.00001        0.00068        0.41675        0.29868        7.08243        0.23068       -0.69063        0.38549       -0.39606          25.44918              0.0         10001.0
 414  drift     62.98550       77.69747        0.05705        0.56614        1.62120        1.41347        3.82953        4.06452       12.83821        0.00168           8.17541            18.14155            28.32405            10.73653            56.34205           131.18057            38.56468           162.54460           272.49723         -0.00001        0.01649        0.00002        0.00063        0.41675        0.31986        3.66447        0.06535       -0.76790        0.40808       -0.30068          25.31592              0.0         10001.0
 415  quad      63.28450       77.69747        0.05705        0.42012        1.28779        1.41030        3.15140        4.03656       12.65724        0.00168           8.17561            18.13891            28.31992            10.72112            56.56857           131.40201            38.56458           162.53164           272.47550          0.00053        0.02104        0.00004        0.00034        0.41675        0.28552       -2.51036        0.03599        4.86363        0.25786       -0.27471          24.96886              0.0         10001.0
 416  drift     63.43850       77.69770        0.05735        0.89120        0.91834        2.63924        2.39658        4.02525       12.61355        0.00163           8.18122            18.19723            28.49997            10.71590            56.60784           131.49325            38.39079           162.73074           276.98849          0.00086        0.02106        0.00004        0.00023        0.41675        0.32426       -5.66234        0.16183        3.38105        0.13119       -0.13292          24.94153              0.0         10001.0
 417  rfgap     63.43850       78.09032        0.05763        0.89120        0.91834        2.63924        2.39658        4.01597       12.58005        0.00168           8.18558            18.21816            28.71262            10.71367            56.51059           131.57297            38.48123           163.06800           276.15241          0.00086        0.02102        0.00004        0.00016        0.41784        0.32293       -5.68407        0.16217        3.36185        0.13157       -0.27967          24.89336              0.0         10001.0
 418  drift     63.74650       78.09077        0.05820        1.86611        0.29430        5.10676        1.68908        4.00227       12.49796        0.00161           8.20036            18.24329            29.59171            10.70504            56.64481           131.57912            38.29022           159.62467           280.28914          0.00151        0.02107        0.00004       -0.00011        0.41784        0.39954      -12.10379        0.70976        0.49377        0.01352       -0.02148          24.84712              0.0         10001.0
 419  rfgap     63.74650       78.48337        0.05950        1.86611        0.29430        5.10676        1.68908        3.99309       12.46504        0.00162           8.21373            18.33657            30.48474            10.69921            56.61035           131.19431            38.35981           160.60619           273.83834          0.00151        0.02099        0.00004       -0.00038        0.41893        0.39806      -12.17940        0.71045        0.48864        0.01357       -0.11098          24.81227              0.0         10001.0
