NAME,S,X,Y,PX,PY,ALFX,ALFY,BETX,BETY,EMITX,EMITY,DX,DY,SIGX,SIGY
DR47,14.1825,0,0,0,0,-4.392370978,5.896211266,3.416828121,7.612955595,0,0,0,0,0.03595406464842837,0.053667711555604944
RF32,14.3365,0,0,0,0,-5.484036452,4.960152073,4.943952741,5.945411592,0,0,0,0,0.04324875241092891,0.047427189712653355
DR48,14.4135,0,0,0,0,-5.972043187,4.625799574,5.833419709,5.201144127,0,0,0,0,0.04697838047792737,0.04435942140603126
QM17,14.64,0,0,0,0,0.1553656319,0.244003295,7.796126717,3.855354498,0,0,0,0,0.05430950861124658,0.038191664566181165
DR49,14.8665,0,0,0,0,6.158840896,-3.917183523,5.71607739,4.935834466,0,0,0,0,0.04650348267050452,0.04321322926412115
RF33,14.9435,0,0,0,0,5.460785993,-4.370443155,4.831704662,5.599919226,0,0,0,0,0.04275497124656424,0.04602855170594056
DR50,15.0975,0,0,0,0,4.465376361,-4.930584978,3.282715529,7.05135544,0,0,0,0,0.03524139193016509,0.05165028616501038
RF34,15.2515,0,0,0,0,3.399141428,-5.791350826,2.057429357,8.732934205,0,0,0,0,0.027899658975245607,0.05747996866215407
DR51,15.3285,0,0,0,0,2.921631442,-6.1008636,1.562788676,9.663575625,0,0,0,0,0.02431568767664926,0.06046518047229554
QM18,15.555,0,0,0,0,0.9858296906,3.75230274,0.6449533659,11.06666816,0,0,0,0,0.015620703369905486,0.06470604752871895
DR52,15.7815,0,0,0,0,-0.05224372514,10.593324,0.4811724733,6.810961301,0,0,0,0,0.013492325683914827,0.05076222327083907
RF35,15.8585,0,0,0,0,-0.2324185893,9.113573434,0.5052785385,5.287916838,0,0,0,0,0.013826168797632874,0.044727923540219074
DR53,16.0125,0,0,0,0,-0.5583882791,6.629580886,0.6288534509,2.827823238,0,0,0,0,0.01542450206005563,0.032708645366788615
RF36,16.1665,0,0,0,0,-0.9129412606,4.107310743,0.859634975,1.151188589,0,0,0,0,0.018034058205055974,0.020869385750586077
DR54,16.2435,0,0,0,0,-1.078978981,2.898865154,1.014702527,0.6057698897,0,0,0,0,0.019593219307702393,0.015138758810717788
QM19,16.47,0,0,0,0,-0.1962166045,-0.6374635079,1.424250823,0.09639714014,0,0,0,0,0.023212914306914998,0.006039048305061994
DR55,16.6965,0,0,0,0,0.8431244074,-4.750329854,1.163283183,1.30076453,0,0,0,0,0.0209787280652647,0.022183791334622848
RF37,16.7735,0,0,0,0,0.6944025264,-6.231393026,1.047352593,2.163446146,0,0,0,0,0.019905948894237656,0.028609447644492324
DR56,16.9275,0,0,0,0,0.4755158885,-9.078959685,0.8664009901,4.531502608,0,0,0,0,0.018104890335961837,0.041405453506502723
RF38,17.0815,0,0,0,0,0.2322861948,-12.17799933,0.7577618683,7.827966979,0,0,0,0,0.016931787223347428,0.05442029869012967
DR57,17.1585,0,0,0,0,0.1254955469,-13.64241584,0.7302917012,9.810435717,0,0,0,0,0.016622051033453777,0.06092290122649208
QM20,17.385,0,0,0,0,-0.9326203002,-3.568366691,0.8495121587,14.93743876,0,0,0,0,0.017927561795692368,0.07517518361058391
DR58,17.6115,0,0,0,0,-2.820987091,9.313465241,1.730659465,12.48329509,0,0,0,0,0.025588347475023743,0.06872283184049663
RF39,17.6885,0,0,0,0,-3.288117759,8.421318119,2.20762569,11.16164955,0,0,0,0,0.028900086874161787,0.06498312910215902
DR59,17.8425,0,0,0,0,-4.104407085,7.438282379,3.335470292,8.742020916,0,0,0,0,0.03552343606839311,0.05750986514689911
RF40,17.9965,0,0,0,0,-5.067888586,6.248396689,4.740584905,6.661969292,0,0,0,0,0.04234990039864156,0.05020393306382681
DR60,18.0735,0,0,0,0,-5.495000333,5.792308449,5.542103219,5.748313402,0,0,0,0,0.04579032580815968,0.046634427296014545
QM21,18.3,0,0,0,0,0.2739706089,0.9264019743,7.28058773,4.021010393,0,0,0,0,0.05248312040961571,0.039003540054662895
DR61,18.5265,0,0,0,0,5.829940836,-3.125950779,5.338781153,4.76832263,0,0,0,0,0.04494252699323161,0.042473616839836026
RF41,18.6035,0,0,0,0,5.194697837,-3.458779491,4.518353552,5.286847642,0,0,0,0,0.04134533678582636,0.044723401406451785
DR62,18.7575,0,0,0,0,4.256269017,-3.830290724,3.086382459,6.39125717,0,0,0,0,0.0341712841373662,0.04917332496576342
RF42,18.9115,0,0,0,0,3.259284185,-4.431589464,1.950146814,7.652832745,0,0,0,0,0.027162521465177638,0.05380808543258952
DR63,18.9885,0,0,0,0,2.807585049,-4.635982896,1.490350535,8.340046507,0,0,0,0,0.023745463024517716,0.05617210058209903
QM22,19.215,0,0,0,0,0.9567696253,3.69458092,0.632548013,9.234931759,0,0,0,0,0.015469745769215315,0.059108953976711585
DR64,19.4415,0,0,0,0,-0.05588172108,9.159084811,0.4798502027,5.600250464,0,0,0,0,0.01347377435362778,0.04602991299164337
RF43,19.5185,0,0,0,0,-0.2291789155,7.882578239,0.5032301447,4.323953731,0,0,0,0,0.013798114765732629,0.040446127601370195
DR65,19.6725,0,0,0,0,-0.5475503138,5.659992475,0.6214631577,2.262516001,0,0,0,0,0.015333599734041121,0.029257166164929217
RF44,19.8265,0,0,0,0,-0.8903695436,3.411757919,0.841424292,0.8827579065,0,0,0,0,0.017842017114025787,0.018274993730552944
DR66,19.9035,0,0,0,0,-1.05343456,2.315878386,0.9901913205,0.44439921,0,0,0,0,0.019355125257639178,0.012966509057041943
QM23,20.13,0,0,0,0,-0.2061557353,-0.9329435806,1.385556264,0.1329801878,0,0,0,0,0.022895414565093877,0.007092999015799295
DR67,20.3565,0,0,0,0,0.8023816275,-5.006753146,1.144308344,1.440876582,0,0,0,0,0.020806927838298857,0.02334800728332018
RF45,20.4335,0,0,0,0,0.6628289055,-6.457871949,1.03575791,2.326368449,0,0,0,0,0.019795458165536628,0.029667139804436287
DR68,20.5875,0,0,0,0,0.448645898,-9.28711594,0.8644494358,4.753098991,0,0,0,0,0.01808448835350708,0.04240576070030727
RF46,20.7415,0,0,0,0,0.2129859163,-12.34415222,0.7634359397,8.097268052,0,0,0,0,0.01699506105534791,0.05534847849481068
DR69,20.8185,0,0,0,0,0.1067610009,-13.81360857,0.7386309965,10.12650347,0,0,0,0,0.016716686311498575,0.061896513461383085
QM24,21.045,0,0,0,0,-0.9637006045,-3.419866586,0.869008607,15.33903719,0,0,0,0,0.018132115113705896,0.0761790370868442
DR70,21.2715,0,0,0,0,-2.897886652,9.680907788,1.784171628,12.71150532,0,0,0,0,0.025980933007583647,0.06934815646699648
RF47,21.3485,0,0,0,0,-3.369580926,8.789504549,2.278111219,11.31702783,0,0,0,0,0.02935782585688333,0.06543387206707739
DR71,21.5025,0,0,0,0,-4.214931896,7.711591821,3.46041591,8.744769852,0,0,0,0,0.03618266728441623,0.05751890644948647
RF48,21.6565,0,0,0,0,-5.194730672,6.455323168,4.933341312,6.544477569,0,0,0,0,0.04320231410434008,0.04975926083603521
DR72,21.7335,0,0,0,0,-5.638249241,5.94554177,5.780319209,5.574914384,0,0,0,0,0.04676407407502561,0.04592567304932856
QM25,21.96,0,0,0,0,0.3770931302,1.209055138,7.60545114,3.720967468,0,0,0,0,0.05364125361676778,0.037520132650922
DR73,22.1865,0,0,0,0,6.09197476,-2.435738106,5.493447715,4.2513686,0,0,0,0,0.045588880363105606,0.04010521130743574
RF49,22.2635,0,0,0,0,5.425909218,-2.688464004,4.608292087,4.667574311,0,0,0,0,0.04175480191063961,0.04202251579398922
DR74,22.4175,0,0,0,0,4.393611772,-2.963942516,3.073733398,5.550911649,0,0,0,0,0.03410118938488515,0.04582670015259145
RF50,22.5715,0,0,0,0,3.311867997,-3.412588707,1.871894289,6.555624972,0,0,0,0,0.026611973864945036,0.049801621018732506
DR75,22.6485,0,0,0,0,2.813463414,-3.562956774,1.394415245,7.099379516,0,0,0,0,0.02296849238450167,0.05182587284827628
QM26,22.875,0,0,0,0,0.926856887,3.437686568,0.5255966708,7.710348943,0,0,0,0,0.014101416218708702,0.05400990895352905
DR76,23.1015,0,0,0,0,-0.1261414221,7.708819107,0.3834386735,4.490042232,0,0,0,0,0.012044378234782528,0.04121560142733533
RF51,23.1785,0,0,0,0,-0.3436343755,6.571641001,0.4214498686,3.388044174,0,0,0,0,0.012627267767594867,0.035802302747154964
DR77,23.3325,0,0,0,0,-0.7550578469,4.549085136,0.5918368377,1.663423956,0,0,0,0,0.014963645998159933,0.025086374683084466
RF52,23.4865,0,0,0,0,-1.18939503,2.511951181,0.8945538692,0.5691301935,0,0,0,0,0.018396689478308213,0.014673788051392902
DR78,23.5635,0,0,0,0,-1.397424351,1.522089076,1.093915267,0.2582341521,0,0,0,0,0.02034362165583137,0.00988423967542375
QM27,23.79,0,0,0,0,-0.4388639494,-1.518330082,1.646113229,0.2410391659,0,0,0,0,0.024955500317076874,0.009549491280848732
DR79,24.0165,0,0,0,0,0.8642410366,-5.906979428,1.424036178,1.892343596,0,0,0,0,0.02321116506315427,0.026756938844021635
RF53,24.0935,0,0,0,0,0.7367792617,-7.442680014,1.304933578,2.930801255,0,0,0,0,0.022219313253351674,0.03329887897827464
DR80,24.2475,0,0,0,0,0.5556909202,-10.38981171,1.106973551,5.662098727,0,0,0,0,0.02046468436811031,0.04628338854551303
RF54,24.4015,0,0,0,0,0.3505130882,-13.56912964,0.969506433,9.344575214,0,0,0,0,0.019151896063521454,0.059458809666172244
DR81,24.4785,0,0,0,0,0.2623236118,-15.07760718,0.9228419095,11.5258844,0,0,0,0,0.018685300351525467,0.06603490514630923
QM28,24.705,0,0,0,0,-0.8587286782,-3.246250304,0.9864636818,17.00961602,0,0,0,0,0.019318659100607555,0.08022018949518821
DR82,24.9315,0,0,0,0,-2.732038678,11.10335638,1.834066202,13.94454532,0,0,0,0,0.026341708076645917,0.07263377354500448
RF55,25.0085,0,0,0,0,-3.139455009,10.12196787,2.288625869,12.36873368,0,0,0,0,0.02942549856163345,0.0684067642171984
DR83,25.1625,0,0,0,0,-3.859486941,8.852351121,3.351011053,9.488579003,0,0,0,0,0.035606096027656374,0.05991520058334214
RF56,25.3165,0,0,0,0,-4.691767657,7.413249364,4.655642525,7.029578241,0,0,0,0,0.04196877004954644,0.05157046687621205
DR84,25.3935,0,0,0,0,-5.06628268,6.810133073,5.394983295,5.951911478,0,0,0,0,0.045178466005400486,0.04745310777673035
QM29,25.62,0,0,0,0,0.4987962345,1.692983325,6.952755885,3.853237334,0,0,0,0,0.05128790025822852,0.038181176669259485
DR85,25.8465,0,0,0,0,5.678950663,-1.949822808,5.024796825,4.165972291,0,0,0,0,0.04360092285336018,0.03970037574042718
RF57,25.9235,0,0,0,0,5.077255961,-2.143821963,4.22348619,4.490658226,0,0,0,0,0.039973480851608546,0.04121842853799065
DR86,26.0775,0,0,0,0,4.114802288,-2.332982173,2.82815604,5.170225263,0,0,0,0,0.03271057002427667,0.04422737475503532
RF58,26.2315,0,0,0,0,3.111774354,-2.661086197,1.733666688,5.936824387,0,0,0,0,0.025610569197517107,0.04739292680597381
DR87,26.3085,0,0,0,0,2.642562223,-2.764735705,1.295508237,6.349968403,0,0,0,0,0.02213892443497905,0.049014232976451085
QM30,26.535,0,0,0,0,0.8621369837,3.376164165,0.4993303439,6.70023077,0,0,0,0,0.013744546278293262,0.05034789399043032
DR88,26.7615,0,0,0,0,-0.1640098895,6.901053796,0.3808555183,3.833957275,0,0,0,0,0.012003739304160297,0.03808553521018514
RF59,26.8385,0,0,0,0,-0.3790847437,5.869145581,0.4235576441,2.87072371,0,0,0,0,0.012658804437735923,0.032955820349638336
DR89,26.9925,0,0,0,0,-0.7925669906,3.97836221,0.6029706073,1.362792212,0,0,0,0,0.015103739959170104,0.022706555069618772
RF60,27.1465,0,0,0,0,-1.226809747,2.077668651,0.9134863283,0.4360596943,0,0,0,0,0.01859034521640747,0.012844269269355807
DR90,27.2235,0,0,0,0,-1.438033397,1.138544795,1.118743216,0.1883340579,0,0,0,0,0.020573189955364394,0.008441135282607698
QM31,27.45,0,0,0,0,-0.4545623503,-1.824003307,1.686407289,0.3176806671,0,0,0,0,0.02525908788328346,0.010963060773880892
DR91,27.6765,0,0,0,0,0.8847376865,-6.400871521,1.460685069,2.149297375,0,0,0,0,0.02350794812028895,0.028515742395956674
RF61,27.7535,0,0,0,0,0.7607579135,-7.978162135,1.338123192,3.267035522,0,0,0,0,0.02250010151447853,0.0351571253056749
DR92,27.9075,0,0,0,0,0.5779509948,-11.04433414,1.130698335,6.214456393,0,0,0,0,0.02068282250419361,0.048488416455460745
RF62,28.0615,0,0,0,0,0.3734056864,-14.33482947,0.984654588,10.16087187,0,0,0,0,0.019300936550207107,0.0620014599636693
DR93,28.1385,0,0,0,0,0.2833033655,-15.9171483,0.9335212022,12.51638387,0,0,0,0,0.018793104196882564,0.06881385147031663
QM32,28.365,0,0,0,0,-0.8437302073,-3.023503274,0.9904514201,18.37290824,0,0,0,0,0.01935766715519053,0.08337299091855101
DR94,28.5915,0,0,0,0,-2.725637395,12.25974651,1.852024499,14.81097413,0,0,0,0,0.026470356616211155,0.074856279887644
RF63,28.6685,0,0,0,0,-3.130396725,11.18086521,2.315093567,13.02576523,0,0,0,0,0.02959516071371114,0.07020015189214589
DR95,28.8225,0,0,0,0,-3.858731591,9.670407864,3.40634215,9.770148626,0,0,0,0,0.03589885218727359,0.060797680924748056
RF64,28.9765,0,0,0,0,-4.688916999,8.009359132,4.747427502,7.01932171,0,0,0,0,0.04238045346474595,0.05153283110698594
DR96,29.0535,0,0,0,0,-5.067325858,7.283962588,5.509927629,5.824070635,0,0,0,0,0.0456572106949235,0.04694071985225773
QM33,29.28,0,0,0,0,0.6201771801,2.160943344,7.099824742,3.477276308,0,0,0,0,0.05182749791031575,0.036270707694969734
DR97,29.5065,0,0,0,0,5.816040134,-1.022081137,5.037801584,3.461539431,0,0,0,0,0.04365730852520968,0.036188540666174544
RF65,29.5835,0,0,0,0,5.187116584,-1.145279407,4.190514799,3.641937629,0,0,0,0,0.0398171451184668,0.03711954811380559
DR98,29.7375,0,0,0,0,4.148242196,-1.244299295,2.734180545,4.014716587,0,0,0,0,0.03216251657239048,0.038973003345713034
RF66,29.8915,0,0,0,0,3.075801253,-1.435898498,1.609436839,4.438959003,0,0,0,0,0.02467592249728466,0.040980475724052036
DR99,29.9685,0,0,0,0,2.570513496,-1.489521901,1.170478667,4.666388264,0,0,0,0,0.021043509966640887,0.04201717642046842
